Title,Link,Description,Publication Date,Category
Global fund launches touch a record in China as yuan slumps,https://www.thehindu.com/business/markets/global-fund-launches-touch-a-record-in-china-as-yuan-slumps/article68235245.ece,QDLP programme sees record fund launches in China as investors seek offshore assets amid market challenges,"Fri, 31 May 2024 12:28:35 +0530",Markets
Rupee rises 5 paise to 83.24 against U.S. dollar in early trade,https://www.thehindu.com/business/markets/rupee-rises-5-paise-to-8324-against-us-dollar-in-early-trade/article68235106.ece,"At the interbank foreign exchange market, the local unit opened at 83.25 and gained further to trade at 83.24 against the greenback in initial deals, registering an increase of 5 paise from its previous closing level.","Fri, 31 May 2024 10:34:29 +0530",Markets
NSE Indices launches India's first electric vehicle index,https://www.thehindu.com/business/markets/nse-indices-launches-indias-first-electric-vehicle-index/article68232802.ece,"The base date for the new thematic index is April 2, 2018, and the base value is 1,000. The index will be reconstituted semi-annually and rebalanced on a quarterly basis","Thu, 30 May 2024 19:18:42 +0530",Markets
Stock markets fall for 5th day; Sensex plunges 617 points on profit booking,https://www.thehindu.com/business/markets/stock-markets-fall-for-5th-day-sensex-plunges-617-points-on-profit-booking/article68232262.ece,"The NSE Nifty dropped by 216.05 points or 0.95% to close at 22,488.65.","Thu, 30 May 2024 17:22:54 +0530",Markets
Rupee rebounds to settle 9 paise higher at 83.31 against U.S. dollar,https://www.thehindu.com/business/markets/rupee-rebounds-to-settle-9-paise-higher-at-8331-against-us-dollar/article68232129.ece,"Meanwhile, the dollar index, which gauges the greenback's strength against a basket of six currencies, was trading 0.12% lower at 104.90","Thu, 30 May 2024 16:48:38 +0530",Markets
"Stock markets plunge in early trade on weak global trends, unabated foreign fund outflows",https://www.thehindu.com/business/markets/stock-markets-plunge-in-early-trade-on-weak-global-trends-unabated-foreign-fund-outflows/article68231417.ece,"The 30-share BSE Sensex declined 315.53 points to 74,187.37. The NSE Nifty tanked 102.60 points to 22,602.10.","Thu, 30 May 2024 11:23:39 +0530",Markets
Rupee falls 2 paise against US dollar in early trade,https://www.thehindu.com/business/markets/rupee-updates-on-may-30-2024/article68231339.ece, Forex traders said a strong American currency also weighed on the local unit.,"Thu, 30 May 2024 10:19:59 +0530",Markets
"Markets always get election results right, but investors don’t",https://www.thehindu.com/business/markets/markets-always-predict-election-results-right-but-investors-do-not/article68228485.ece,Opinion polls are all unanimous that the BJP alone is likely to win a minimum of 330 seats and stock punters too are ‘all in’ with highly leveraged bets; but the current price action seen in the Bank Nifty suggests that the ‘smart money’ is still not enamoured with the latest irrational exuberance,"Thu, 30 May 2024 07:00:00 +0530",Markets
"Silver continues to glitter, hits lifetime high of ₹97,100 per kg",https://www.thehindu.com/business/markets/silver-continues-to-glitter-hits-lifetime-high-of-97100-per-kg/article68228722.ece,"The gold prices climbed ₹250 to ₹73,200 per 10 grams.","Wed, 29 May 2024 18:35:41 +0530",Markets
SEBI’s proposal to allow Indian mutual funds to invest in overseas funds with Indian exposure: Explained,https://www.thehindu.com/business/markets/sebi-proposal-to-allow-indian-mutual-funds-to-invest-in-overseas-funds-with-indian-exposure-explained/article68225859.ece,SEBI on May 17 floated a consultation paper proposing a framework to facilitate investment by domestic mutual funds in overseas funds with Indian exposure. Comments are solicited until June 7. ,"Wed, 29 May 2024 18:32:40 +0530",Markets
Stock markets fall for fourth day on profit taking; Sensex down 667 points,https://www.thehindu.com/business/markets/stock-markets-fall-for-fourth-day-on-profit-taking-sensex-down-667-points/article68228266.ece,"The 30-share BSE Sensex declined 667.55 points or 0.89% to settle at 74,502.90. It went below the 75,000 mark to hit the day's low of 74,454.55, plunging 715.9 points or 0.95%.","Wed, 29 May 2024 16:35:36 +0530",Markets
Rupee falls 21 paise to close at 83.39 against U.S. dollar,https://www.thehindu.com/business/markets/rupee-falls-21-paise-to-close-at-8339-against-us-dollar/article68228237.ece,"At the interbank foreign exchange market, the rupee opened at 83.22 and finally settled for the day at 83.39 (provisional) against the U.S. dollar, down 21 paise from its previous close","Wed, 29 May 2024 16:16:16 +0530",Markets
Rupee falls nine paise to 83.27 against U.S. dollar in early trade,https://www.thehindu.com/business/markets/rupee-falls-nine-paise-to-8327-against-us-dollar-in-early-trade/article68227381.ece,Forex traders said the local unit faced some resistance due to subdued sentiment in the domestic equity market and strengthening of the American currency in the overseas market.,"Wed, 29 May 2024 10:30:30 +0530",Markets
Rupee settles 5 paise lower at 83.18 against U.S. dollar,https://www.thehindu.com/business/markets/rupee-settles-5-paise-lower-at-8318-against-us-dollar/article68224833.ece," Forex traders said the rupee consolidated in a narrow range as elevated crude oil prices weighed on investor sentiments, while the decline in U.S. dollar cushioned the downside","Tue, 28 May 2024 17:06:30 +0530",Markets
Stock markets decline for third day in volatile trade ahead of poll results,https://www.thehindu.com/business/markets/stock-markets-decline-for-third-day-in-volatile-trade-ahead-of-poll-results/article68224829.ece,"The NSE Nifty dropped 44.30 points or 0.19% to settle at 22,888.15 despite beginning the day on a positive note","Tue, 28 May 2024 17:02:55 +0530",Markets
"Markets climb in early trade on HDFC Bank, Reliance support",https://www.thehindu.com/business/markets/markets-climb-in-early-trade-on-hdfc-bank-reliance-support/article68223974.ece,"The Sensex climbed 194.9 points to 75,585.40 in early trade; Nifty went up by 59.95 points to 22,992.40","Tue, 28 May 2024 10:48:13 +0530",Markets
Rupee rises 3 paise to 83.10 against U.S. dollar in early trade,https://www.thehindu.com/business/markets/rupee-rises-3-paise-to-8310-against-us-dollar-in-early-trade/article68223960.ece,"At the interbank foreign exchange market, the local unit opened at 83.14 and gained further ground to trade at 83.10 against the greenback, registering a gain of 3 paise from its previous closing level","Tue, 28 May 2024 10:34:38 +0530",Markets
"Sensex scales 76000 peak, Nifty hits new high before closing lower; RIL, ITC biggest drag",https://www.thehindu.com/business/markets/sensex-scales-76000-peak-nifty-hits-new-high-before-closing-lower-ril-itc-biggest-drag/article68221277.ece,"Broader Nifty of the NSE declined by 24.65 points or 0.11%, to end at 22,932.45","Mon, 27 May 2024 16:41:00 +0530",Markets
Rupee rises 4 paise to 83.06 against U.S. dollar in early trade,https://www.thehindu.com/business/markets/rupee-rises-4-paise-to-8306-against-us-dollar-in-early-trade/article68220447.ece,"The dollar index, which gauges the greenback's strength against a basket of six currencies, was trading at 104.70, lower by 0.02%","Mon, 27 May 2024 10:28:31 +0530",Markets
"Sensex hits 76,000-mark for first time; Nifty reaches new all-time peak",https://www.thehindu.com/business/markets/sensex-nifty-hit-new-all-time-peaks-in-early-trade/article68220446.ece,"The NSE Nifty went up by 153.7 points to hit a new lifetime high of 23,110.80","Mon, 27 May 2024 10:22:53 +0530",Markets
"FPIs take out ₹22,000 crore from equities in May amid poll jitters, Chinese markets’ outperformance",https://www.thehindu.com/business/markets/fpis-take-out-22000-crore-from-equities-in-may-amid-poll-jitters-chinese-markets-outperformance/article68217747.ece,"This came following a net outflow of over ₹8,700 crore in the entire April on concerns over a tweak in India's tax treaty with Mauritius and a sustained rise in U.S. bond yields","Sun, 26 May 2024 12:28:30 +0530",Markets
Markets end lower after scaling record peaks intra-day,https://www.thehindu.com/business/markets/markets-end-lower-after-scaling-record-peaks-intra-day/article68211074.ece,,"Fri, 24 May 2024 16:50:00 +0530",Markets
Rupee jumps 18 paise to close at 83.11 against U.S. dollar,https://www.thehindu.com/business/markets/rupee-jumps-18-paise-to-close-at-8311-against-us-dollar/article68211076.ece,,"Fri, 24 May 2024 16:44:35 +0530",Markets
Rupee rises 12 paise to 83.17 against U.S. dollar in early trade,https://www.thehindu.com/business/markets/rupee-rises-12-paise-to-8317-against-us-dollar-in-early-trade/article68210259.ece,"At the interbank foreign exchange market, the local unit opened at 83.26 and gained further ground to trade at 83.17 against the greenback, registering a gain of 12 paise from its previous closing level","Fri, 24 May 2024 10:37:45 +0530",Markets
"Sensex hits new all-time high; Nifty breaches 23,000-mark for first time",https://www.thehindu.com/business/markets/sensex-nifty-open-at-record-levels-on-may-24-2024/article68210248.ece,Markets reacted to buoyant investors' sentiment days ahead of the results of the Lok Sabha polls announcement and fresh foreign fund inflows.,"Fri, 24 May 2024 10:15:59 +0530",Markets
"Sensex, Nifty hit all-time peaks after RBI’s highest-ever dividend announcement",https://www.thehindu.com/business/markets/sensex-nifty-hit-all-time-peaks-after-rbis-highest-ever-dividend-announcement/article68207152.ece,"During the day, BSE Sensex zoomed 1,278.85 points or 1.72% to reach its all-time intra-day high of 75,499.91 and Nifty jumped 395.8 points or 1.75% to 22,993.60","Thu, 23 May 2024 15:16:39 +0530",Markets
"Markets climb in early trade with Larsen, Reliance support",https://www.thehindu.com/business/markets/sensex-updates-on-may-23-2024/article68206560.ece,"While Sensex climbed 41.65 points to 74,262.71, the NSE Nifty went up by 20.1 points in early trade.","Thu, 23 May 2024 10:40:16 +0530",Markets
Rupee rises 3 paise to close at 83.28 against U.S. dollar,https://www.thehindu.com/business/markets/rupee-rises-3-paise-to-close-at-8328-against-us-dollar/article68203772.ece,,"Wed, 22 May 2024 18:03:26 +0530",Markets
"Markets climb on buying in Reliance, Infosys",https://www.thehindu.com/business/markets/markets-climb-on-buying-in-reliance-infosys/article68203630.ece,,"Wed, 22 May 2024 17:55:58 +0530",Markets
"Paytm net loss widens to Rs 550 crore in Q4, FY24 loss narrows to ₹1,422.4 crore",https://www.thehindu.com/business/paytm-q4-fy24-loss-widens-to-550-crore/article68202804.ece,"Paytm had recorded a loss of ₹1,776.5 crore in FY23 ","Wed, 22 May 2024 11:45:47 +0530",Business
Rupee rises 7 paise to 83.24 against U.S. dollar in early trade,https://www.thehindu.com/business/markets/rupee-rises-7-paise-to-8324-against-us-dollar-in-early-trade/article68202708.ece, Forex traders said the rupee faced some resistance due to subdued sentiment in the domestic equity market and foreign fund outflows.,"Wed, 22 May 2024 11:08:55 +0530",Markets
"Markets climb in early trade on firm global trends; buying in Reliance, ITC",https://www.thehindu.com/business/markets/markets-climb-in-early-trade-on-firm-global-trends-buying-in-reliance-itc/article68202637.ece,"The 30-share BSE Sensex climbed 212.21 points to 74,165.52 in early trade. The NSE Nifty went up by 48.35 points to 22,577.40","Wed, 22 May 2024 10:39:38 +0530",Markets
SEBI changes rule to determine m-cap of listed firms; 6-month average to be used now,https://www.thehindu.com/business/markets/sebi-changes-rule-to-determine-m-cap-of-listed-firms-6-month-average-to-be-used-now/article68199588.ece,"Instead of using the market capitalisation of a single day (currently March 31), listed companies will now use the ""average market capitalisation"" for a six-month period","Tue, 21 May 2024 16:33:49 +0530",Markets
Rupee rises six paise against U.S. dollar as crude oil prices ease,https://www.thehindu.com/business/markets/rupee-rises-six-paise-against-us-dollar-as-crude-oil-prices-ease/article68199586.ece,"At the interbank foreign exchange market, the local unit opened strong at 83.32 and touched an intraday high of 83.26 and a low of 83.36.","Tue, 21 May 2024 16:29:53 +0530",Markets
Sensex closes down nearly 53 points in volatile trade amid weak global trends,https://www.thehindu.com/business/markets/sensex-closes-down-nearly-53-points-in-volatile-trade-amid-weak-global-trends/article68199565.ece,"Tata Steel, JSW Steel, Power Grid, Tech Mahindra and State Bank of India were among the gainers.","Tue, 21 May 2024 16:12:49 +0530",Markets
Rupee rises 6 paise to 83.31 against U.S. dollar in early trade,https://www.thehindu.com/business/markets/rupee-rises-6-paise-to-8331-against-us-dollar-in-early-trade/article68198737.ece,Analysts attributed the strengthening dollar to higher U.S. treasury yields even as the Federal Reserve has indicated that it needs more time to assess the progress on inflation.,"Tue, 21 May 2024 10:26:39 +0530",Markets
"Markets decline in early trade on weak trends from Asian peers, foreign fund outflows",https://www.thehindu.com/business/markets/markets-decline-in-early-trade-on-weak-trends-from-asian-peers-foreign-fund-outflows/article68198716.ece,"BSE Sensex declines 218.11 points to 73,787.83; NSE Nifty dips 97.45 points to 22,404.55","Tue, 21 May 2024 10:21:49 +0530",Markets
U.S. stock settlement switch could face an early resilience test,https://www.thehindu.com/news/international/us-stock-settlement-switch-could-face-an-early-resilience-test/article68199000.ece,"U.S. securities markets face test with T+1 settlement switch and MSCI rebalance, raising concerns over failed trades","Tue, 21 May 2024 07:07:00 +0530",World
"Sensex, Nifty climb in early trade in special trading session",https://www.thehindu.com/business/markets/sensex-updates-on-may-18-2024/article68189352.ece," While the BSE Sensex climbed 158.01 point, the NSE Nifty went up by 53.75 points in early trade.","Sat, 18 May 2024 10:03:53 +0530",Markets
"Markets log gains for 2nd day on buying in Reliance, M&M",https://www.thehindu.com/business/markets/markets-log-gains-for-2nd-day-on-buying-in-reliance-mm/article68186645.ece,,"Fri, 17 May 2024 17:56:47 +0530",Markets
Rupee rises 17 paise to close at 83.33 against US dollar,https://www.thehindu.com/business/markets/rupee-rises-17-paise-to-close-at-8333-against-us-dollar/article68186296.ece,"“Reports of selling of U.S. dollars by the Reserve Bank of India also supported the Rupee,” forex traders said.","Fri, 17 May 2024 16:24:32 +0530",Markets
"Markets decline in early trade weak global trends, unabated foreign fund outflows",https://www.thehindu.com/business/markets/markets-decline-in-early-trade-weak-global-trends-unabated-foreign-fund-outflows/article68185364.ece,"Among the Sensex components, Axis Bank, IndusInd Bank, Nestle, Hindustan Unilever, Larsen & Toubro and Bajaj Finserv were the major laggards.","Fri, 17 May 2024 10:53:52 +0530",Markets
Rupee opens on flat note against U.S. dollar in early trade,https://www.thehindu.com/business/markets/rupee-opens-on-flat-note-against-us-dollar-in-early-trade/article68185362.ece,Forex traders said the Indian rupee underperformed among the Asian currencies amid higher imported commodity prices and foreign fund outflows amid worries about election results.,"Fri, 17 May 2024 10:49:54 +0530",Markets
"SEBI’s latest framework to administer investment advisers, research analysts | Explained",https://www.thehindu.com/business/markets/sebis-latest-framework-to-administer-investment-advisers-research-analysts-explained/article68171722.ece,SEBI introduced a framework for supervision and administration of research analysts and investment advisers. It becomes effective from July 25 onwards. ,"Thu, 16 May 2024 18:18:17 +0530",Markets
Rupee settles 4 paise lower at 83.50 against U.S. dollar,https://www.thehindu.com/business/markets/rupee-settles-4-paise-lower-at-8350-against-us-dollar/article68182282.ece,,"Thu, 16 May 2024 16:56:08 +0530",Markets
"Sensex, Nifty spurt nearly 1% on buying in HDFC Bank, Infosys amid global stocks rally",https://www.thehindu.com/business/markets/sensex-nifty-spurt-nearly-1-on-buying-in-hdfc-bank-infosys-amid-global-stocks-rally/article68182133.ece,"The NSE Nifty surged 203.30 points or 0.92% to 22,403.85.","Thu, 16 May 2024 16:28:07 +0530",Markets
Rupee opens on flat note against U.S. dollar in early trade,https://www.thehindu.com/business/markets/rupee-opens-on-flat-note-against-us-dollar-in-early-trade/article68181265.ece,"Meanwhile, the dollar index, which gauges the greenback's strength against a basket of six currencies, was at 104.20, lower 0.13%","Thu, 16 May 2024 10:43:18 +0530",Markets
Markets rebound in early trade on firm global trends,https://www.thehindu.com/business/markets/markets-rebound-in-early-trade-on-firm-global-trends/article68181196.ece,"The 30-share BSE Sensex rallied 409.72 points to 73,396.75 in early trade. The NSE Nifty went up 129.45 points to 22,330.","Thu, 16 May 2024 10:25:10 +0530",Markets
Rupee edges up one paisa to 83.50 against U.S. dollar,https://www.thehindu.com/business/markets/rupee-edges-up-one-paisa-to-8350-against-us-dollar/article68178324.ece,"At the interbank foreign exchange market, the local unit opened at 83.49.","Wed, 15 May 2024 16:33:04 +0530",Markets
"India’s weight in key MSCI equity index hits another high, to boost inflows",https://www.thehindu.com/business/indias-weight-in-key-msci-equity-index-hits-another-high-to-boost-inflows/article68177485.ece,Consistent flows from domestic institutional investors and steady participation by foreign investors means that there is potential for India to surpass 20% weightage in the MSCI Global Standard index by the second half of 2024.,"Wed, 15 May 2024 10:22:50 +0530",Business
Rupee settles on flat note at 83.51 against U.S. dollar,https://www.thehindu.com/business/markets/rupee-settles-on-flat-note-at-8351-against-us-dollar/article68174495.ece,"At the interbank foreign exchange market, the rupee traded in a narrow range. It opened at 83.51, and touched an intraday low of 83.52 during the day","Tue, 14 May 2024 16:49:16 +0530",Markets
Rupee opens on flat note against U.S. dollar in early trade,https://www.thehindu.com/business/markets/rupee-opens-on-flat-note-against-us-dollar-in-early-trade/article68173666.ece," On Monday, the rupee consolidated in a narrow range and settled flat at 83.51 against the US dollar","Tue, 14 May 2024 10:31:57 +0530",Markets
Markets climb in early trade as retail inflation eases in April,https://www.thehindu.com/business/markets/markets-climb-in-early-trade-as-retail-inflation-eases-in-april/article68173652.ece,"From the Sensex basket, JSW Steel, Power Grid, NTPC, Mahindra & Mahindra, Reliance Industries and State Bank of India were the major gainers","Tue, 14 May 2024 10:22:07 +0530",Markets
Hindalco subsidiary Novelis files with SEC for IPO,https://www.thehindu.com/business/markets/hindalco-subsidiary-novelis-files-with-sec-for-ipo/article68173577.ece,The Aditya Birla group unit plans the listing on NYSE,"Tue, 14 May 2024 09:39:55 +0530",Markets
"Markets will become less volatile after every phase of poll, says Jaishankar",https://www.thehindu.com/business/markets-will-become-less-volatile-after-every-phase-of-poll-says-jaishankar/article68171901.ece,,"Mon, 13 May 2024 21:20:44 +0530",Business
"Stock markets rebound on last-hour buying, Sensex closes up 111 points",https://www.thehindu.com/business/markets/stock-markets-rebound-on-last-hour-buying-sensex-closes-up-111pts/article68170913.ece,"The index opened lower and plummetted further 798.46 points or 1.09% to hit a low of 71,866.01 in day trade","Mon, 13 May 2024 16:57:36 +0530",Markets
"Sensex, Nifty tank in early trade on foreign fund outflows; Tata Motors down by more than 7%",https://www.thehindu.com/business/markets/sensex-nifty-tank-in-early-trade-on-foreign-fund-outflows-tata-motors-down-by-more-than-7/article68170030.ece,"The 30-share BSE Sensex tanked 462.33 points to 72,202.14. The NSE Nifty declined 125.8 points to 21,929.40.","Mon, 13 May 2024 10:44:43 +0530",Markets
Rupee trades in narrow range against U.S. dollar in early trade,https://www.thehindu.com/business/markets/rupee-trades-in-narrow-range-against-us-dollar-in-early-trade/article68169962.ece,"Forex traders said with foreign investors buying U.S. dollars and the RBI selling the greenback, the USD/INR pair is expected to remain range-bound with a bit of a weakness bias.","Mon, 13 May 2024 10:16:45 +0530",Markets
"Sensex, Nifty rebound as Reliance, ITC gain",https://www.thehindu.com/business/markets/sensex-nifty-rebound-as-reliance-itc-gain/article68161260.ece,"From the Sensex basket, Power Grid, NTPC, JSW Steel, Asian Paints, ITC, Bharti Airtel, Hindustan Unilever and Tata Motors were the biggest gainers.","Fri, 10 May 2024 17:50:12 +0530",Markets
Rupee settles 1 paisa lower at 83.49 against U.S. dollar,https://www.thehindu.com/business/markets/rupee-settles-1-paisa-lower-at-8349-against-us-dollar/article68161282.ece,"On May 09, the rupee closed at 83.48 against the American currency.","Fri, 10 May 2024 17:49:28 +0530",Markets
"Markets bounce back in early trade on firm global trends; buying in ITC, Reliance",https://www.thehindu.com/business/markets/markets-bounce-back-in-early-trade-on-firm-global-trends-buying-in-itc-reliance/article68160136.ece,"From the Sensex basket, ITC, Axis Bank, NTPC, JSW Steel, Hindustan Unilever, Asian Paints, Bharti Airtel and Reliance Industries were the biggest gainers.","Fri, 10 May 2024 10:17:55 +0530",Markets
Rupee trades in narrow range against U.S. dollar in early trade,https://www.thehindu.com/business/markets/rupee-trades-in-narrow-range-against-us-dollar-in-early-trade/article68160126.ece," At the interbank foreign exchange market, the local unit opened at 83.48, it touched 83.46 in the initial trade","Fri, 10 May 2024 10:07:19 +0530",Markets
Markets plunge amid fears of uncertain poll outcome,https://www.thehindu.com/business/markets/markets-plunge-amid-fears-of-uncertain-poll-outcome/article68158137.ece,,"Thu, 09 May 2024 23:08:27 +0530",Markets
