Title,Link,Description,Publication Date,Category
Cuba’s cash crunch leads to long lines and growing frustration,https://www.thehindu.com/news/international/cubas-cash-crunch-leads-to-long-lines-and-growing-frustration/article68113238.ece,Alejandro Fonseca stood in line for several hours outside a bank in Havana hoping to withdraw Cuban pesos from an ATM,"Sat, 27 Apr 2024 11:46:06 +0530",World
"Centre allows export of 2,000 tonnes of onions",https://www.thehindu.com/business/Economy/pre-poll-sop-2000-tonnes-of-white-onion-exports-allowed/article68107194.ece,"Gujarat is the predominant producer and exporter of white onions in the country, with Bhavnagar and Amreli — which go to the polls on May 7 — accounting for a large part of the produce; shipments must go through three specified ports in Gujarat and Mumbai","Thu, 25 Apr 2024 22:32:13 +0530",Economy
"Resilient economy, price stability to support India's promising growth story: FinMin report",https://www.thehindu.com/business/Economy/resilient-economy-price-stability-to-support-indias-promising-growth-story-finmin-report/article68105454.ece,"Global slowdown led to a moderation in India's merchandise exports and imports, the report said adding that the slowing of trade has resulted in the merchandise trade deficit narrowing in FY2023-24, as exports have shown a smaller contraction than imports.","Thu, 25 Apr 2024 15:46:45 +0530",Economy
"As India develops, problem of high food inflation will get less severe: RBI MPC member Ashima Goyal",https://www.thehindu.com/business/Economy/as-india-develops-problem-of-high-food-inflation-will-get-less-severe-rbi-mpc-member-ashima-goyal/article68104884.ece,"As the weight of food in consumption falls and food consumption itself becomes more diversified, the impact and size of future food price shocks falls, she noted","Thu, 25 Apr 2024 11:38:17 +0530",Economy
"Extreme weather may pose risk to inflation, says RBI Bulletin ",https://www.thehindu.com/business/Economy/extreme-weather-may-pose-risk-to-inflation-says-rbi-bulletin/article68098033.ece,The retail based on the Consumer Price Index (CPI) has eased to 4.9% in March after averaging 5.1% in the preceding two months,"Tue, 23 Apr 2024 18:04:24 +0530",Economy
"Combined manufacturing, services output rose at the fastest pace in nearly 14 years: Flash PMI data",https://www.thehindu.com/business/Economy/combined-manufacturing-services-output-rose-at-the-fastest-pace-in-nearly-14-years-flash-pmi-data/article68097297.ece,"Export orders reckoned to have clocked their highest uptick in 115 months, while combined output growth in surveyed Manufacturing and Services firms hit a ‘nearly’ 14-year high","Tue, 23 Apr 2024 13:41:31 +0530",Economy
Congress says will move Supreme Court if EC does not act on complaint against Modi,https://www.thehindu.com/news/national/india-needs-inclusive-economic-growth-only-india-bloc-can-do-this-congress-on-modis-redistribution-of-wealth-remark/article68097120.ece,"It matters that the EC makes a decision on the issue, the lack of which is ‘certainly actionable and justiceable’, says Abhishek Singhvi","Tue, 23 Apr 2024 12:26:13 +0530",India
Pakistan hopes to get new IMF loan by early July: Finance Minister,https://www.thehindu.com/news/international/pakistan-hopes-to-get-new-imf-loan-by-early-july-says-finance-minister/article68097119.ece,Pakistan's current $3 billion arrangement with the IMF runs out in late-April,"Tue, 23 Apr 2024 12:02:45 +0530",World
U.S. consumers on lower incomes face loan stress while banks pull back,https://www.thehindu.com/news/international/us-consumers-on-lower-incomes-face-loan-stress-while-banks-pull-back/article68096996.ece,U.S. borrowers on lower incomes struggle with loan payments as banks tighten credit amid rising delinquencies,"Tue, 23 Apr 2024 07:07:00 +0530",World
China's Q1 fiscal revenue falls as tax cut policies weigh,https://www.thehindu.com/news/international/chinas-q1-fiscal-revenue-falls-as-tax-cut-policies-weigh/article68097102.ece,"China’s fiscal revenue falls in Q1 due to tax cuts, property downturn, but growth seen in certain industries","Tue, 23 Apr 2024 07:07:00 +0530",World
On the fall in household savings,https://www.thehindu.com/business/Economy/on-the-fall-in-household-savings/article68092017.ece,"The sharp reduction in household net financial savings, which has been at the heart of recent debates, and the rise in household debt burden are a cause for concern for growth and economic stability","Sun, 21 Apr 2024 22:56:09 +0530",Economy
Net direct tax collections exceed 2023-24 target,https://www.thehindu.com/business/Economy/direct-tax-collections-exceed-estimates-in-fy24-jump-18-to-1958-lakh-crore/article68090542.ece,"Corporate tax receipts’ share slipped to 46.5% from 49.6% in 2022-23; personal income tax and securities transaction tax receipts grew at over double the pace of corporate taxes last year, say Finance Ministry data  ","Sun, 21 Apr 2024 15:02:47 +0530",Economy
