Title,Link,Description,Publication Date,Category
SIT takes Prajwal to his Holenarsipur residence ,https://www.thehindu.com/news/national/karnataka/sit-takes-prajwal-to-his-holenarsipur-residence/article68266692.ece,,"Sat, 08 Jun 2024 20:13:42 +0530",Karnataka
Two-day State mourning in Andhra Pradesh over death of Ramoji Rao,https://www.thehindu.com/news/national/andhra-pradesh/two-day-state-mourning-in-andhra-pradesh-over-death-of-ramoji-rao/article68266802.ece,,"Sat, 08 Jun 2024 20:12:09 +0530",Andhra Pradesh
Muraleedharan plays down differences within Congress,https://www.thehindu.com/news/national/kerala/muraleedharan-plays-down-differences-within-congress/article68266911.ece,The senior Congress leader appeals to party workers to maintain a united front and says intra-party fights over the defeat in Thrissur will further affect the party in the upcoming byelections and local body elections next year,"Sat, 08 Jun 2024 20:08:12 +0530",Kerala
"CPI(M) strives to find solution as CPI, KC(M) insist on Rajya Sabha seat",https://www.thehindu.com/news/national/kerala/cpim-strives-to-find-solution-as-cpi-kcm-insist-on-rajya-sabha-seat/article68266635.ece,CPI(M) holds close-door discussions with both allies; an LDF meeting on Monday may take the final decision on the issue,"Sat, 08 Jun 2024 20:07:05 +0530",Kerala
"Cockroaches in kitchen, fungus-infested vegetables found at popular Sainikpuri eateries",https://www.thehindu.com/news/cities/Hyderabad/cockroaches-in-kitchen-fungus-infested-vegetables-found-at-popular-sainikpuri-eateries/article68266624.ece,,"Sat, 08 Jun 2024 20:03:51 +0530",Hyderabad
AP Chambers to submit road map on State development to new State government soon,https://www.thehindu.com/news/national/andhra-pradesh/ap-chambers-to-submit-road-map-on-state-development-to-new-state-government-soon/article68266795.ece,"It prepared a sector-wise road map for rapid economic development of the State by collating inputs and suggestions from industry leaders and various associations, says Chambers president","Sat, 08 Jun 2024 20:03:19 +0530",Andhra Pradesh
"Orange alert for two districts, yellow alert for seven districts on Sunday  ",https://www.thehindu.com/news/national/kerala/orange-alert-for-two-districts-yellow-alert-for-seven-districts-on-sunday/article68266879.ece,,"Sat, 08 Jun 2024 20:03:01 +0530",Kerala
"Naidu and Lokesh behind attacks on YSRCP leaders, alleges Perni Nani  ",https://www.thehindu.com/news/national/andhra-pradesh/naidu-and-lokesh-behind-attacks-on-ysrcp-leaders-alleges-perni-nani/article68266626.ece,"The TDP national president has asked the DGP to let the police remain mute spectators even as ‘TDP and JSP goons’ assaulted YSRCP leaders and their families across the State, the former MLA alleges; he also accuses the police of inaction    ","Sat, 08 Jun 2024 20:00:16 +0530",Andhra Pradesh
World Oceans Day: beach cleaning drive organised at Adani Krishnapatnam Port,https://www.thehindu.com/news/national/andhra-pradesh/world-oceans-day-beach-cleaning-drive-organised-at-adani-krishnapatnam-port/article68266571.ece,"Only when sea waters are clean, there will be marine life in them, says the port’s COO Rajan Babu","Sat, 08 Jun 2024 20:00:16 +0530",Andhra Pradesh
Need to develop Kappatagudda as nerve centre of traditional medicine system stressed ,https://www.thehindu.com/news/national/karnataka/need-to-develop-kappatagudda-as-nerve-centre-of-traditional-medicine-system-stressed/article68266730.ece,"Commissioner of AYUSH (Ayurveda Yoga and Naturopathy, Unani Siddha and Homeopathy) Srinivasulu has emphasised the need for developing Kappatagudda hill range, which is a treasure trove of medicinal and aromatic plants as the nerve centre of traditional medicine system","Sat, 08 Jun 2024 19:55:26 +0530",Karnataka
‘Sundara Susthira Shanghumughom’ campaign launched,https://www.thehindu.com/news/national/kerala/sundara-susthira-shanghumughom-campaign-launched/article68266705.ece,,"Sat, 08 Jun 2024 19:50:51 +0530",Kerala
Assam CM Himanta Sarma’s ‘anti-Christian’ view over Lok Sabha poll results slammed ,https://www.thehindu.com/news/national/assam/assam-cm-himanta-sarmaws-anti-christian-view-over-lok-sabha-poll-results-slammed/article68266257.ece,Meghalaya and Nagaland-based political parties said Himanta Biswa Sarma should stop interfering in the affairs of their States,"Sat, 08 Jun 2024 19:43:16 +0530",Assam
TUDA Chairman Chevireddy Mohit Reddy resigns,https://www.thehindu.com/news/national/andhra-pradesh/tuda-chairman-chevireddy-mohit-reddy-resigns/article68266676.ece,He says that developmental projects worth over ₹950 crore were initiated in the Chandragiri constituency on behalf of TUDA during his tenure,"Sat, 08 Jun 2024 19:42:26 +0530",Andhra Pradesh
Kollam District administration to ensure strict compliance with trawl ban,https://www.thehindu.com/news/national/kerala/kollam-district-administration-to-ensure-strict-compliance-during-trawl-ban/article68266777.ece,"Harbours on the west of Neendakara Bridge, Thangassery and Azheekkal will remain closed during the ban period and mechanised boats will not venture into the sea till the ban ends","Sat, 08 Jun 2024 19:36:39 +0530",Kerala
Bishop’s Facebook post: row rages further with more support pouring in for bishop,https://www.thehindu.com/news/national/kerala/bishops-facebook-post-row-rages-further-with-more-support-pouring-in-for-bishop/article68266549.ece,"Congress, BJP criticise Pinarayi’s alleged disparaging comments against the bishop, citing them as evidence of the Chief Minister’s imperiousness and intolerance toward criticism","Sat, 08 Jun 2024 19:28:51 +0530",Kerala
Second phase of works at Konni medical college hospital to be completed by year end,https://www.thehindu.com/news/national/kerala/second-phase-of-works-at-konni-medical-college-hospital-to-be-completed-by-year-end/article68266668.ece,Hospital development committee to hold regular meetings to assess the progress of ongoing development projects on the hospital campus,"Sat, 08 Jun 2024 19:24:40 +0530",Kerala
APTF opposes forcible implementation of CBSE syllabus in government schools,https://www.thehindu.com/news/national/andhra-pradesh/aptf-opposes-forcible-implementation-of-cbse-syllabus-in-government-schools/article68266337.ece,"Government failed to understand the practical difficulties in the implementation of the new syllabus, says APTF Vizianagaram district honorary president Bankuru Joginaidu","Sat, 08 Jun 2024 19:24:40 +0530",Andhra Pradesh
"IIT Kharagpur up in global ranking, but still behind Mumbai and Delhi counterparts",https://www.thehindu.com/education/iit-kharagpur-up-in-global-ranking-but-still-behind-mumbai-and-delhi-counterparts/article68266325.ece,"The Massachusetts Institute of Technology, or MIT, continues to retain the no. 1 spot globally for the 13th time","Sat, 08 Jun 2024 19:23:50 +0530",Education
