Title,Link,Description,Publication Date,Category
Motherland’s new drop is a nostalgic take on Test cricket,https://www.thehindu.com/sport/cricket/motherlands-new-drop-is-a-nostalgic-take-on-test-cricket/article68124334.ece,"An ode to the gentleman’s game, the limited-edition clothing and accessories capsule of Motherland reminisces the fashion of Test cricket with recurring patterns of cricket-ball seam and an insignia that reads ‘Eye On The Ball’","Tue, 30 Apr 2024 18:00:09 +0530",Cricket
Fashion designer Mac Duggal arrives in India,https://www.thehindu.com/life-and-style/fashion/fashion-designer-mac-duggal-arrives-in-india/article68099731.ece,"The prêt couture by US-based fashion designer Mac Duggal — sported by Hollywood celebrities such as Tina Turner, Aretha Franklin, Paula Patton and Kylie Jenner — is making its way to India through The White Crow, Ogaan and Aza","Mon, 29 Apr 2024 13:25:42 +0530",Fashion
Kalaripayattu to Raja Ravi Varma... this Kochi clothing brand makes wearable art inspired by facets of Kerala  ,https://www.thehindu.com/life-and-style/fashion/kalaripayattu-to-raja-ravi-varma-this-kochi-clothing-brand-makes-wearable-art-inspired-by-facets-of-kerala/article68014948.ece,"The Kochi-based clothing brand taps into Kerala for inspiration, from detailed kalaripayattu scenes to contemporary vivid flowers ","Fri, 26 Apr 2024 16:20:24 +0530",Fashion
"Check out Anita Dongre’s new range of clothing, made with biodegradable yarn, and vegan accessories  ",https://www.thehindu.com/life-and-style/fashion/check-out-anita-dongres-new-range-of-clothing-made-with-biodegradable-yarn-and-vegan-accessories/article68073438.ece,"The eco-conscious clothing edit is made of sustainable material Bemberg, while the accessories are crafted with Mirum — the world’s first plastic-free alternative to leather","Fri, 26 Apr 2024 15:24:54 +0530",Fashion
Take a look at these seven watches that stole the show at Watches and Wonders 2024,https://www.thehindu.com/life-and-style/take-a-look-at-these-seven-watches-that-stole-the-show-at-watches-and-wonders-2024/article68079520.ece,"From Grand Seiko’s timepiece inspired by Shinshu sunrise reflecting off Mount Hotaka to Hermès’s Arceau Chorus Stellarum watch inspired by the Chorus Stellarum silk scarf, here are the watches that are ticking all the boxes of style and functionality ","Fri, 19 Apr 2024 16:14:27 +0530",Life &amp; Style
Chennai-based fashion label Alonge uses ‘intelligent cotton’ for its line of knitwear,https://www.thehindu.com/life-and-style/chennai-based-fashion-label-alonge-uses-intelligent-cotton-for-its-line-of-knitwear/article68067159.ece,"The debut collection features sweatshirts, jackets, lined camisoles, dresses, shorts, pants, co-ords, skirts, and oversized T-shirts","Fri, 19 Apr 2024 15:58:57 +0530",Life &amp; Style
Conscious shopper? Head over to Bengaluru’s Paper Boat Collective,https://www.thehindu.com/life-and-style/fashion/conscious-shopper-head-over-to-bengalurus-paper-boat-collective-print-ode-to-clean-consumerism/article68015336.ece,"The Paper Boat Collective (PBC), a store with environmental consciousness, ethics and mindful production, has introduced a shop-in-shop concept in Indiranagar ","Fri, 19 Apr 2024 11:40:45 +0530",Fashion
Bulgari’s super-slim supremacy at Watches and Wonders 2024,https://www.thehindu.com/life-and-style/bulgaris-super-slim-supremacy-at-watches-and-wonders-2024/article68057208.ece,CEO Jean-Christophe Babin says the race for the world’s thinnest mechanical watch is also a service to the industry,"Sat, 13 Apr 2024 14:08:30 +0530",Life &amp; Style
"King of leopard print, Italy's Roberto Cavalli dies at 83",https://www.thehindu.com/life-and-style/fashion/king-of-leopard-print-italys-roberto-cavalli-dies-at-83/article68059752.ece,"Best known for his use of printed leather and stretchy, sand-blasted jeans, Mr. Cavalli always embraced the wow factor in his designs, never encountering an animal print he did not like","Sat, 13 Apr 2024 01:15:23 +0530",Fashion
"Delhi-based designer Ashita Singhal, winner of Nexa presents the Spotlight, upcycles scrap to create luxury fabric",https://www.thehindu.com/life-and-style/delhi-based-designer-ashita-singhal-winner-of-nexa-presents-the-spotlight-upcycles-scrap-to-create-luxury-fabric/article68008667.ece,"Titled City Blues, her collection features street wear-inspired saris, jackets, dresses and more made from scrap","Fri, 12 Apr 2024 16:34:44 +0530",Life &amp; Style
Chennai’s Biskit Studio launches a new collection at its VR and AR-enabled virtual store ,https://www.thehindu.com/life-and-style/fashion/chennais-biskit-studio-launches-a-new-collection-at-its-vr-and-ar-enabled-virtual-store/article68027552.ece,Chennai and Berlin-based Biskit Studio launches its new collection at the “fully shoppable VR experience” digital store,"Fri, 05 Apr 2024 15:53:15 +0530",Fashion
Fashion label Verandah is India’s first brand to bag the Butterfly Mark certification for sustainable practices  ,https://www.thehindu.com/life-and-style/fashion/verandah-is-indias-first-brand-to-bag-the-butterfly-mark-certification/article68027964.ece,"The brand has joined luxury brands like Louis Vuitton, Christian Dior, and Tom Ford Beauty to receive the Butterfly Mark certification for ‘contributing to the future of the planet’","Thu, 04 Apr 2024 20:02:00 +0530",Fashion
Couturier Urvashi Kaur celebrates 15 years in fashion at Lakmé Fashion Week ,https://www.thehindu.com/life-and-style/couturier-urvashi-kaur-celebrates-15-years-in-fashion-at-lakm%C3%A9-fashion-week/article67976242.ece,"Her designs, including her latest collection Prana, champion sustainability and translate her childhood experiences to inclusive fashion","Fri, 29 Mar 2024 14:07:20 +0530",Life &amp; Style
Textile waste turns into felt courtesy the Hasiru Batte X The Good Felt collab,https://www.thehindu.com/life-and-style/fashion/textile-waste-turns-into-felt-courtesy-the-harisu-batte-x-the-good-felt-collab/article67993726.ece,How two organisations have come together to convert Bengaluru’s textile waste into felt apparel and accessories,"Thu, 28 Mar 2024 16:40:58 +0530",Fashion
Archana Rao’s ‘Sun and Moon’ with a hint of floral at Lakme Fashion Week,https://www.thehindu.com/life-and-style/fashion/archana-raos-sun-and-moon-with-a-hint-of-floral-at-lakme-fashion-week/article67975837.ece,"Hyderabad designer Archana Rao discusses her Lakme Fashion Week spring-summer 2024 collection,her diverse portfolio and why florals are significant in her work","Fri, 22 Mar 2024 16:13:07 +0530",Fashion
Hanut Singh and the daggers with a cult following,https://www.thehindu.com/life-and-style/fashion/hanut-singh-jewellery-designer-dagger-pendants-cult-following/article67968511.ece,"Nature, architecture and the divine are important inspirations in Hanut Singh’s designs, imparting a talismanic quality to them","Fri, 22 Mar 2024 16:06:14 +0530",Fashion
"Collage x Beg Borrow Steal brings luxury vintage jewellery, textiles and art to Chennai ",https://www.thehindu.com/life-and-style/collage-x-beg-borrow-steal-brings-luxury-vintage-jewellery-textiles-and-art-to-chennai/article67971282.ece,"Print: Collage x Beg Borrow Steal brings luxury vintage jewellery, textiles, and art to Chennai
Online: The exhibit has around 50 pieces of jewellery from brands like Chanel, Christian Dior, Yves Saint Laurent, Givenchy, Monet, Lanvin, Dolce and Gabbana, Trifari and more","Thu, 21 Mar 2024 18:17:28 +0530",Life &amp; Style
"LFW 2024: Emerging trends, silhouettes and designers to watch out for",https://www.thehindu.com/life-and-style/fashion/emerging-trends-silhouettes-and-designers-from-lakme-fashion-week-2024/article67969720.ece,"At the recent Lakme Fashion Week, we spotted Jodhpur pants, kurta-inspired tunics and a move towards sustainable and responsible fashion. Here’s what will influence wardrobes this year","Wed, 20 Mar 2024 12:28:36 +0530",Fashion
"Moonray’s new, eco-friendly spring-summer collection features three-dimensional craftwork",https://www.thehindu.com/life-and-style/moonrays-new-eco-friendly-spring-summer-collection-features-three-dimensional-craftwork/article67954086.ece,"Print: Plant-based dyes, sustainable fabric and three-dimensional craftwork spell the design aesthetics of Moonray’s new spring/summer collection, Equilibrium
Online: The removable micro-floral bouquets, made with gauzy crochet, crystal meshes, polished chrome balls and cut-work detail, on plant-dyed organic fabrics are a defining feature of the Equilibrium range","Mon, 18 Mar 2024 15:12:15 +0530",Life &amp; Style
Archana Kochhar’s Miss World marvel: A fashionable fusion journey celebrating India’s rich tapestry,https://www.thehindu.com/life-and-style/archana-kochhars-miss-world-marvel-a-fashionable-fusion-journey-celebrating-indias-rich-tapestry/article67950249.ece,"Archana Kochhar unveils her stunning collection for the 71st Miss World pageant, paying homage to India’s rich craftmanship with a vibrant array of styles and textures","Fri, 15 Mar 2024 15:06:44 +0530",Life &amp; Style
Ekaya Banaras launches 18 saris in collaboration with jewellery designer Anu Merton,https://www.thehindu.com/life-and-style/fashion/ekaya-banaras-anu-merton-collab-features-18-saris/article67941918.ece,Ekaya Banaras drops its latest collection with 18 weaves in collaboration with jewellery designer Anu Merton,"Fri, 15 Mar 2024 14:10:56 +0530",Fashion
Watch | Fashion designer Tarun Tahiliani on his new book ‘Journey to India Modern’,https://www.thehindu.com/litfest/watch-fashion-designer-tarun-tahiliani-on-his-new-book-journey-to-india-modern/article67942203.ece,The fashion designer was in conversation with Rosella Stephen,"Tue, 12 Mar 2024 14:45:00 +0530",Litfest
Gaurang Shah’s showcase for Lakme Fashion Week is a burst of ‘Gulal’,https://www.thehindu.com/life-and-style/fashion/gaurang-shahs-showcase-for-lakme-fashion-week-is-a-burst-of-gulal/article67928462.ece,"Hyderabad-based designer Gaurang Shah to showcase Gulal, a collection in hues of pink for Lakme Fashion Week spring-summer 2024","Fri, 08 Mar 2024 16:04:01 +0530",Fashion
Shakuntala Kulkarni’s armoured Dior runway,https://www.thehindu.com/entertainment/art/shakuntala-kulkarni-cane-armour-dior-maria-grazia-chiuri-body-politics-paris-fashion-week/article67916693.ece,The Mumbai-based multimedia artist’s collaboration with the fashion house has once again brought the focus back to body politics ,"Thu, 07 Mar 2024 18:26:01 +0530",Art
"Indian single malt Longitude 77 from Pernod Ricard India, launched globally in Dubai",https://www.thehindu.com/life-and-style/fashion/indian-single-malt-longitude-77-from-pernod-ricard-india-launched-globally-in-dubai/article67895980.ece,"At the global launch of this India’s new premium Indian single malt whisky, one traverses along the 77th longitude that nearly divides India in half through a whisky tasting","Fri, 01 Mar 2024 16:02:46 +0530",Fashion
Ikat’s Indian journey | Inside the Patta-Bandha exhibition at New Delhi’s National Crafts Museum,https://www.thehindu.com/life-and-style/fashion/patta-bandha-exhibition-new-delhi-national-crafts-museum-ikats-indian-journey-mayank-mansingh-kaul/article67892178.ece,"Featuring saris and ceremonial cloths, the ongoing exhibition at Delhi’s National Crafts Museum is a compact study of the yarn tradition","Fri, 01 Mar 2024 12:29:17 +0530",Fashion
The just launched Estée Lauder X Sabyasachi collaboration features 10 matte lipsticks in gilded cases,https://www.thehindu.com/life-and-style/the-just-launched-est%C3%A9e-lauder-x-sabyasachi-collaboration-features-10-matte-lipsticks-in-gilded-cases/article67887447.ece,"With names like Muslin Tea, Udaipur Coral, and Coffee Masala, the Estée Lauder X Sabyasachi collaboration celebrates the colour story of India with 10 shades of lipstick","Thu, 29 Feb 2024 12:03:18 +0530",Life &amp; Style
Anuja Chauhan on The Fast and the Dead: ‘I love the energy and intimacy of bazaars’,https://www.thehindu.com/life-and-style/fashion/anuja-chauhan-on-the-fast-and-the-dead-i-love-the-energy-and-intimacy-of-bazaars/article67874772.ece,"Anuja Chauhan speaks about her first bazaar novel, The Fast and the Dead, the return of the avuncular ACP Bhawani and how Pankaj Tripathi who plays him in the Netflix movie helped give a face to a vibe","Sat, 24 Feb 2024 09:49:18 +0530",Fashion
The Garfield X Papa Don’t Preach collection celebrates the iconic cartoon’s 45th anniversary,https://www.thehindu.com/life-and-style/the-garfield-x-papa-dont-preach-collection-celebrates-the-iconic-cartoons-45th-anniversary/article67863350.ece,"The Garfield X Papa Don’t Preach collection celebrates the iconic cartoon’s 45th anniversary with a fun, limited-edition collection/ The limited-edition collection comprises a 60s mod dress, jumpsuits, easy flowing skirts, and A-line dresses in vibrant prints","Fri, 23 Feb 2024 15:35:00 +0530",Life &amp; Style
"Meet the anti-influencers, embracing skin and body positivity ",https://www.thehindu.com/life-and-style/meet-the-anti-influencers-embracing-skin-and-body-positivity/article67010882.ece,"The seemingly perfect faces on social media, enhanced by filters and fillers, are now being punctuated by anti-influencers sans the make-up","Fri, 23 Feb 2024 14:03:49 +0530",Life &amp; Style
Bold strokes: How students and faculty of NIFT Hyderabad executed a wall art project,https://www.thehindu.com/life-and-style/how-students-and-faculty-of-nift-hyderabad-executed-the-wall-art-project-moment-and-movements/article67840880.ece,"Here’s how students and faculty of NIFT Hyderabad painted the walls of the new sports complex in wavy, yarn-like patterns, as a nod to movement in the badminton court as well as the campus’s design philosophy","Wed, 21 Feb 2024 14:11:59 +0530",Life &amp; Style
How India’s mixologists are curating history-inspired cocktail menus ,https://www.thehindu.com/food/features/how-indias-mixologists-are-curating-history-inspired-cocktail-menus/article67697802.ece,"The menus delve into different aspects of history — the heritage of a city, of a place, ingredients that have stood the test of time, and even, classic drinks","Mon, 19 Feb 2024 13:02:56 +0530",Features
Global influencer Diipa Büller Khosla on what it takes to be popular in a world of algorithms,https://www.thehindu.com/life-and-style/global-influencer-diipa-b%C3%BCller-khosla-on-what-it-takes-to-be-popular-in-a-world-of-algorithms/article67848308.ece,"Diipa Büller Khosla, the popular digital content creator, is on The Champi Tour with her mother, promoting the tradition of hair oil, along with her beauty products  ","Fri, 16 Feb 2024 17:14:05 +0530",Life &amp; Style
Heading to Rio de Janeiro? Here’s a list of bars you must visit,https://www.thehindu.com/food/features/heading-to-rio-de-janeiro-heres-a-list-of-bars-you-must-visit/article67722276.ece,"Follow the writer’s caipirinha-punctuated adventures as he bar hops across Copacabana Palace, Bip Bip, Explorer, and an array of cocktail carts","Fri, 16 Feb 2024 16:50:26 +0530",Features
"Designer Viraj Khanna crafts an embroidered jacket for Puma’s ambassador, Shanaya Kapoor",https://www.thehindu.com/life-and-style/fashion/designer-viraj-khanna-crafts-embroidered-jacket-for-puma/article67840932.ece,Artist-designer Viraj Khanna gives Puma ’s traditional catan Indian spin with an ari and zardoszi embroidered jacket,"Fri, 16 Feb 2024 15:50:37 +0530",Fashion
Designer Ashish Soni predicts gender-neutral fashion in the future,https://www.thehindu.com/life-and-style/fashion/designer-ashish-soni-predicts-gender-neutral-fashion-in-the-future/article67841062.ece,Designer Ashish Soni discusses sustainability and gender-neutral fashion,"Wed, 14 Feb 2024 12:04:30 +0530",Fashion
Designer JJ Valaya talks about his bridge-to-luxury line JJV Kapurthala,https://www.thehindu.com/life-and-style/fashion/designer-jj-valaya-talks-about-his-bridge-to-luxury-line-jjv-kapurthala/article67840961.ece,Couture specialist JJ Valaya will soon open his flagship store in Hyderabad ,"Tue, 13 Feb 2024 16:47:55 +0530",Fashion
A round-up of trending smartwatches across price points,https://www.thehindu.com/life-and-style/fashion/a-round-up-of-trending-smartwatches-across-price-points/article67603949.ece,A round-up of trending timepieces for your wrist that keep a tab of everything from daily steps to your sleep routine,"Fri, 09 Feb 2024 15:38:38 +0530",Fashion
Trendsetting leather exhibition: Highlights from the Leather Fashion Show 2024,https://www.thehindu.com/life-and-style/fashion/trendsetting-leather-exhibition-highlights-from-the-leather-fashion-show-2024/article67803369.ece,"The 37th India International Leather Fair showcases travel accessories, biker jackets, belts, wallets, shoes, boots, and bags at The Leather Fashion Show 2024","Fri, 02 Feb 2024 16:49:01 +0530",Fashion
"Nayaab Edit brings brands like Pero, Nila Jaipur and Morii Design to Chennai",https://www.thehindu.com/life-and-style/nayaab-edit-brings-brands-like-pero-nila-jaipur-and-morii-design-to-chennai/article67776034.ece,"Curated by craft and textile enthusiast, and revivalist, Rupa Sood, the Nayaab Edit, now in its twelfth iteration, is back in Chennai","Fri, 02 Feb 2024 15:51:34 +0530",Life &amp; Style
Watch | Tarun Tahiliani on his book ‘Journey to India Modern’ | The Hindu Lit Fest 2024,https://www.thehindu.com/litfest/watch-tarun-tahiliani-on-his-book-journey-to-india-modern-the-hindu-lit-fest-2024/article67792012.ece,,"Tue, 30 Jan 2024 13:13:48 +0530",Litfest
Nandita Mahtani celebrates 20 years in fashion with a new resort cocktail wear collection,https://www.thehindu.com/life-and-style/nandita-mahtani-celebrates-20-years-in-fashion-with-a-new-resort-cocktail-wear-collection/article67743854.ece,Designer Nandita Mahtani’s new collection Reflect encapsulates her 20-year journey in the fashion industry and showcases iconic pieces from the past two decades alongside new ones ,"Fri, 26 Jan 2024 12:13:21 +0530",Life &amp; Style
All you need to know about The PDKF Store by Gauravi Kumari of Jaipur  ,https://www.thehindu.com/life-and-style/all-you-need-to-know-about-the-pdkf-store-by-gauravi-kumari-of-jaipur/article67675834.ece,"As part of the Jaipur royal family’s social enterprise, The PDKF Store is reimagining block prints for a modern audience. Gauravi Kumari, at its helm, tells us how","Fri, 19 Jan 2024 14:35:31 +0530",Life &amp; Style
From field to flacon: LilaNur Parfums debuts Indian-inspired luxury scents,https://www.thehindu.com/life-and-style/from-field-to-flacon-lilanur-parfums-debuts-indian-inspired-luxury-scents/article67751247.ece,"Born in Madurai and crafted in Grasse, LilaNur Parfums is India’s scented love letter to the world","Fri, 19 Jan 2024 14:11:41 +0530",Life &amp; Style
Emmys 2024 red carpet fashion | All the best looks at the awards,https://www.thehindu.com/entertainment/emmys-2024-red-carpet-fashion-all-the-best-looks-at-the-awards/article67744082.ece,Hollywood stars convened on the red carpet four months later than usual for the annual primetime Emmy awards,"Tue, 16 Jan 2024 14:31:58 +0530",Entertainment
Trouble wearing a sari? These ready-to-wear saris might help,https://www.thehindu.com/life-and-style/fashion/trouble-wearing-a-sari-these-ready-to-wear-saris-might-help/article67456996.ece,"Ready-to-wear saris are all the rage now, making the outfit easy and approachable. Would you pick the easier method this festive season?","Fri, 12 Jan 2024 16:45:50 +0530",Fashion
Get your samosa and kachori fix at Sudha Chats in Bengaluru’s Langford Town,https://www.thehindu.com/food/features/sudha-chats-offers-pakoras-samosas-and-melt-in-your-mouth-gulab-jamuns/article67503717.ece,"Sudha Chats offers an array of pakoras, samosas, and melt-in-your-mouth gulab jamuns","Thu, 11 Jan 2024 12:14:12 +0530",Features
Watch out for these fashion trends in 2024 ,https://www.thehindu.com/life-and-style/fashion/watch-out-for-these-fashion-trends-in-2024/article67675775.ece,"New year, new you? Here’s what to add and subtract from your wardrobe for a stylish year ahead","Fri, 05 Jan 2024 17:15:16 +0530",Fashion
‘It’s been one of the toughest rides of my career’: Sabyasachi Mukherjee,https://www.thehindu.com/life-and-style/its-been-one-of-the-toughest-rides-of-my-career-sabyasachi-mukherjee/article67682747.ece,"Sabyasachi Mukherjee says breaking into the jewellery industry was a challenge but that it helps to be obstinate, following his high jewellery presentation in Delhi","Sat, 30 Dec 2023 11:12:52 +0530",Life &amp; Style
The fashion trends set to take over in 2024,https://www.thehindu.com/life-and-style/the-fashion-trends-set-to-take-over-in-2024/article67682542.ece,Look through the crystal ball at fashion’s sparkling future,"Fri, 29 Dec 2023 16:04:29 +0530",Life &amp; Style
Men’s fashion 2023 | There’s nothing dull about menswear,https://www.thehindu.com/life-and-style/fashion/india-menswear-mens-fashion-2023-che-kurrien-jay-jajal-dhruv-kapoor-divyam-mehta/article67677757.ece,"Men’s fashion is suddenly at the epicentre of global culture, and it’s no different in India — with increasing retail opportunities and better personal style ","Thu, 28 Dec 2023 14:44:07 +0530",Fashion
"Muslin, Motifs and Mystery: Paola Manfredi traces the origins of chikankari",https://www.thehindu.com/life-and-style/fashion/muslin-motifs-and-mystery-paola-manfredi-traces-the-origins-of-chikankari/article67676511.ece,"At Apparao Galleries, Paola Manfredi delves into the textiles of Awadh for a talk organised by the Prakriti Foundation ","Thu, 28 Dec 2023 12:46:36 +0530",Fashion
Fashion Designer Sonam Dubal brings his latest collection to Chennai,https://www.thehindu.com/life-and-style/fashion/fashion-designer-sonam-dubal-brings-his-latest-collection-to-chennai/article67654054.ece,"Step into the vibrant world of Sonam Dubal, where the golden threads of his designs weave a tapestry of global influences, cultural heritage, and contemporary chic, creating a symphony that transcends fashion norms and celebrates the art of diversity.","Fri, 22 Dec 2023 16:51:26 +0530",Fashion
Bottled cocktails and coffee liquor: what’s trending this holiday season in India,https://www.thehindu.com/food/features/bottled-cocktails-and-coffee-liquor-whats-trending-this-holiday-season-in-india/article67614206.ece,"From ready-to-drink cocktails and cold-brew coffee liquors, brands are upping their game for the party season ahead","Fri, 22 Dec 2023 16:35:02 +0530",Features
‘Bhanu Athaiya made India cool 60 years ago’,https://www.thehindu.com/entertainment/art/bharat-through-the-lens-bhanu-athaiya-brijeshwari-kumar-gohil-prinseps/article67656907.ece,"At a time when the conversation in the country is all about design, craft, textile and art, Prinseps’ new exhibition in Goa spotlights a creator who had nailed the brief decades ago","Fri, 22 Dec 2023 15:52:47 +0530",Art
Ensemble India turns 36 with the launch of a new store in Ahmedabad,https://www.thehindu.com/life-and-style/ensemble-india-turns-36-with-the-launch-of-a-new-store-in-ahmedabad/article67637347.ece,"Ensemble India’s new store houses creations by 50-plus designers, with an emphasis on rewear and repurpose Luxury multi brand fashion retailer Ensemble India turns 36 and commemorates the occasion with the launch of a new store in Ahmedabad","Sat, 16 Dec 2023 15:17:49 +0530",Life &amp; Style
How the Indian shawl is reinventing itself ,https://www.thehindu.com/life-and-style/how-the-indian-shawl-is-reinventing-itself/article67322173.ece,"From international runways to luxury department stores, handwoven, embroidered shawls from India are having their moment in the world of fashion ","Fri, 15 Dec 2023 19:02:01 +0530",Life &amp; Style
Walk down memory lane with ‘The Archies’,https://www.thehindu.com/entertainment/movies/walk-down-memory-lane-with-zoya-akhtars-the-archies/article67626842.ece,"If you are from a generation that read the Archie comics, then the props in ‘The Archies’ film are bound to make you nostalgic","Tue, 12 Dec 2023 15:36:11 +0530",Movies
