Title,Link,Description,Publication Date,Category
"Falguni and Shane Peacock show us around their flagship store in Kolkata, which is designed by Gauri Khan ",https://www.thehindu.com/life-and-style/fashion/falguni-and-shane-peacock-show-us-around-their-flagship-store-in-kolkata-thats-designed-by-gauri-khan/article67606852.ece,"Falguni and Shane Peacock’s latest flagship store is spread across two floors and punctuated with mirrors, glass cages, chandeliers and a faux fireplace","Fri, 08 Dec 2023 16:18:45 +0530",Fashion
"Gauri Khan shares designs secrets from her latest project, the Falguni Shane Peacock store in Kolkata ",https://www.thehindu.com/life-and-style/fashion/gauri-khan-shares-designs-secrets-from-her-latest-project-the-falguni-shane-peacock-store-in-kolkata/article67617830.ece,"This is the third store that Gauri Khan has designed for FSP, after Mumbai and  Hyderabad","Fri, 08 Dec 2023 16:07:08 +0530",Fashion
The three prize-winning shoes from The World Championship of Shoemaking will make their stop in Chennai this weekend,https://www.thehindu.com/life-and-style/the-three-prize-winning-shoes-from-the-world-championship-of-shoemaking-will-make-their-stop-in-chennai-this-weekend/article67610048.ece,"From London, the shoes that usually travel to Paris, New York, Tokyo, Shanghai, will for the first time come to Chennai, thanks to Bridlen","Wed, 06 Dec 2023 16:43:20 +0530",Life &amp; Style
The lungi as a symbol of cultural identity ,https://www.thehindu.com/life-and-style/the-lungi-as-a-symbol-of-cultural-identity/article67586161.ece,"Edgy prints, Madras checks, printed borders... millennials are embracing the lungi as a symbol of cultural identity","Mon, 04 Dec 2023 14:59:41 +0530",Life &amp; Style
Why Raghavendra Rathore’s new line of breeches is every fashionista’s must-have ,https://www.thehindu.com/life-and-style/fashion/raghavendra-rathores-new-line-of-breeches-features-leather-accents/article67538828.ece,"Designer Raghavendra Rathore launches a line of breeches, with leather accents and unconventional prints, bringing together age-old craftsmanship and modern style","Fri, 01 Dec 2023 16:01:42 +0530",Fashion
Tarun Tahiliani and the art of staying relevant,https://www.thehindu.com/life-and-style/fashion/tarun-tahiliani-on-his-new-book-showcase-at-singapores-asian-civilisations-museum/article67585944.ece,"With a new coffee table book and an upcoming first-of-its-kind showcase at the Asian Civilisations Museum in Singapore, Tarun Tahiliani the avant-garde designer shows no signs of slowing down","Fri, 01 Dec 2023 15:22:09 +0530",Fashion
Archives in the atelier | Fashion designers in India are preserving and documenting their old collections  ,https://www.thehindu.com/life-and-style/fashion/fashion-archiving-india-archives-couture-tarun-tahiliani-abraham-thakore-manish-malhotra/article67583546.ece,"Textile has been doing it for a while, but now fashion is catching up. Swatches, sketches, collections are being documented and stored, ensuring strong brand DNA and enabling collaborations","Fri, 01 Dec 2023 14:51:01 +0530",Fashion
Eye on the aisle: 2023’s wedding trend forecasts,https://www.thehindu.com/life-and-style/fashion/wedding-couture-trends-for-2023-in-the-spotlight/article67193855.ece,"Multi-functional jewellery, shades of copper, and intricately embellished apparel that puts the spotlight on Indian craftsmanship define this year’s wedding season","Fri, 24 Nov 2023 15:10:15 +0530",Fashion
A sari collection on Indian goddesses with a side of martial arts ,https://www.thehindu.com/life-and-style/fashion/a-sari-collection-on-indian-goddesses-with-a-side-of-martial-arts/article67557342.ece,"Designer Lakshmi Srinath focusses on nine goddesses from ancient Vedic and folk traditions, and highlights weapons associated with them","Thu, 23 Nov 2023 14:10:15 +0530",Fashion
"Eka’s just launched flagship store in Delhi resembles an art gallery with sculptures, antiques and garments in shades of the earth",https://www.thehindu.com/life-and-style/ekas-just-launched-flagship-store-in-delhi-resembles-an-art-gallery-with-sculptures-antiques-and-garments-in-shades-of-the-earth/article67507370.ece,The store in Delhi’s Lodhi Market currently showcases a collection inspired by Ladakh,"Tue, 21 Nov 2023 14:08:40 +0530",Life &amp; Style
 Home decor tips to light up your homes this Deepavali,https://www.thehindu.com/life-and-style/fashion/home-decor-tips-to-light-up-your-homes-this-deepavali/article67480030.ece,"Antique tea light holders, floral arrangements, and vintage glassware. Experts weigh in on settling that perfect party table","Fri, 10 Nov 2023 16:58:59 +0530",Fashion
"This Deepavali, consider draping an exquisite saree that has a fascinating history ",https://www.thehindu.com/life-and-style/this-deepavali-consider-draping-an-exquisite-saree-that-has-a-fascinating-history/article67508179.ece,"Saree revivalists who work with weavers to recreate textiles and designs from the past, tell us why revival handlooms and museum recreations are finding a growing customer base","Thu, 09 Nov 2023 17:10:42 +0530",Life &amp; Style
Lightweight drapes drive the festive discourse in Hyderabad,https://www.thehindu.com/life-and-style/fashion/lightweight-drapes-drive-the-festive-discourse-in-hyderabad/article67507441.ece,"Ikats with geometric motifs, kalamkari with stories from the epics, and Gadwal silks with kuttu borders. Here are some of the festive handloom picks for the season","Wed, 08 Nov 2023 15:59:12 +0530",Fashion
Serena Williams honoured as 'fashion icon' by Council of Fashion Designers of America,https://www.thehindu.com/entertainment/serena-williams-honoured-as-fashion-icon-by-council-of-fashion-designers-of-america/article67512243.ece,Tennis legend  Serena Williams has been honored at Monday’s Council of Fashion Designers of America awards for her contributions to American fashion,"Wed, 08 Nov 2023 15:03:01 +0530",Entertainment
Anita Dongre’s Jaipur takeover with a landmark fashion fundraiser at the iconic City Palace,https://www.thehindu.com/life-and-style/fashion/anita-dongres-fashion-fundraiser-for-elephants-at-jaipurs-city-palace/article67507456.ece,"The designer’s Rewild’23: Fashion For Good presentation was co-hosted by PrincessGauravi Kumari, titular princess from the royal family of Jaipur, and geared towards raising funds and awareness about elephant conservation","Tue, 07 Nov 2023 14:38:29 +0530",Fashion
"Silver ornaments with quirky motifs, and bold, bohemian jewellery make a statement  ",https://www.thehindu.com/life-and-style/fashion/silver-ornaments-with-quirky-motifs-and-bold-bohemian-jewellery-make-a-statement/article67475599.ece,"Jewellery brands are rewriting the design language of silver ornaments, with motifs that are quirky, bold and bohemian ","Fri, 03 Nov 2023 19:30:14 +0530",Fashion
Check out Anavila’s first bridal edit inspired by Bundi miniature paintings,https://www.thehindu.com/life-and-style/check-out-anavilas-first-bridal-edit-inspired-by-bundi-miniature-paintings/article67488481.ece,"Anavila’s first-ever bridal collection, Aamod, is defined by motifs that are inspired by Bundi miniature paintings rooted in the romantic prose and poetry of 17th century Rajasthan","Fri, 03 Nov 2023 17:33:34 +0530",Life &amp; Style
"Now, turn wedding garlands, floral offerings into couture",https://www.thehindu.com/life-and-style/fashion/brands-turning-wedding-garlands-floral-offerings-into-couture/article67037069.ece,"This festive season, give your floral offerings offerings a new lease of life courtesy brands crafting apparel with flowers from their weddings, temple rituals, and more ","Fri, 03 Nov 2023 14:59:19 +0530",Fashion
Chennai’s one-hour tailors have all your Deepavali fashion solutions,https://www.thehindu.com/life-and-style/fashion/chennais-one-hour-tailors-have-all-your-deepavali-fashion-solutions/article67484793.ece,"For a timely save from last minute plans this festive season, consider the humble one-hour tailors on T Nagar’s Ranganathan Street.","Fri, 03 Nov 2023 12:22:40 +0530",Fashion
"Chennai’s neighbourhood beauty parlours now customise make up looks, saree drapes this Deepavali",https://www.thehindu.com/life-and-style/fashion/chennais-neighbourhood-beauty-parlours-now-customise-make-up-looks-and-saree-drapes-this-deepavali/article67483958.ece,"Independent beauty parlours in Chenai, some older than the world wide web, weigh in on the festive season rush, the trends this Deepavali season and how beauty is a family activity","Fri, 03 Nov 2023 11:49:49 +0530",Fashion
A conscious shopper’s guide to thrifting in Chennai,https://www.thehindu.com/life-and-style/fashion/a-conscious-shoppers-guide-to-thrifting-in-chennai/article67167547.ece,"Thrifting is better than fast fashion, more affordable, and can yield unique vintage pieces. Want to add to your closet but invest carefully? Thrift stores in Chennai could now be your answer. ","Mon, 30 Oct 2023 13:21:36 +0530",Fashion
World Thrift Day: A look at sustainable fashion solutions in India,https://www.thehindu.com/life-and-style/fashion/world-thrift-day-a-look-at-sustainable-fashion-solutions-in-india/article66872095.ece,"ByOn World Thrift Day, we look at the importance of ‘less is more’ through thrifting, you are not only putting your best which is not just fashion foot forward, but also  you are also making a sustainable through decision by reusing what you already have and donating things that you no longer associate yourself with","Mon, 30 Oct 2023 12:40:36 +0530",Fashion
Enter Biologique Recherche’s first Ambassade in India,https://www.thehindu.com/life-and-style/enter-biologique-recherches-first-ambassade-in-india/article67460953.ece,"The luxury skincare brand has opened its first flagship store in Sadashivanagar, Bengaluru","Fri, 27 Oct 2023 18:56:40 +0530",Life &amp; Style
Exploring Paithani and the small-town textile template,https://www.thehindu.com/life-and-style/fashion/paithani-weave-small-town-textile-template-kath-padar-paithan-exhibition-tvam-mayank-mansingh-kaul-rasika-mhalgi-wakalkar/article67456997.ece,"An exhibition in Paithan of its eponymous weave has many cheering for similar initiatives across the country — where textile designers, historians, and conservationists converge to bring resources back to the weavers","Fri, 27 Oct 2023 15:01:44 +0530",Fashion
