Title,Link,Description,Publication Date,Category,New_description
What is the current status with respect to spice exports? | Explained,https://www.thehindu.com/business/Industry/what-is-the-current-status-with-respect-to-spice-exports-explained/article68219346.ece,Why is Ethylene Oxide used for sterilisation of Indian spices? What is the method that the EU prefers?,"Mon, 27 May 2024 08:30:00 +0530",Industry,Why is Ethylene Oxide used for sterilisation of Indian spices? What is the method that the EU prefers?
India in trade deficit with nine of top 10 trading partners in 2023-24,https://www.thehindu.com/business/Economy/india-in-trade-deficit-with-nine-of-top-10-trading-partners-in-2023-24/article68217897.ece,"The trade deficit with China rose to $85 billion, Russia to $57.2 billion, Korea to $14.71 billion and Hong Kong to $12.2 billion in 2023-24","Sun, 26 May 2024 14:44:25 +0530",Economy,"The trade deficit with China rose to $85 billion, Russia to $57.2 billion, Korea to $14.71 billion and Hong Kong to $12.2 billion in 2023-24"
"Unsold homes in Delhi-NCR drop 57% in last 6 years to 86,420 units at March-end: Anarock",https://www.thehindu.com/business/Economy/unsold-homes-in-delhi-ncr-drop-57-in-last-6-years-to-86420-units-at-march-end-anarock/article68208967.ece,"Real estate consultant Anarock said in its latest report that NCR’s unsold stock declined from 2,00,476 units at the end of the March 2018 quarter to 86,420 units as of March 31, 2024","Thu, 23 May 2024 22:34:24 +0530",Economy,"Real estate consultant Anarock said in its latest report that NCR’s unsold stock declined from 2,00,476 units at the end of the March 2018 quarter to 86,420 units as of March 31, 2024"
Rising debt strains household savings,https://www.thehindu.com/business/Economy/rising-debt-strains-household-savings/article68207444.ece,Household net financial savings to GDP ratio have declined due to increased borrowing and structural shifts rather than a mere change in savings pattern; there’s a need for macroeconomic policies to support household income growth to reduce its own financial stress and stabilise the macroeconomy,"Thu, 23 May 2024 08:30:00 +0530",Economy,Household net financial savings to GDP ratio have declined due to increased borrowing and structural shifts rather than a mere change in savings pattern; there’s a need for macroeconomic policies to support household income growth to reduce its own financial stress and stabilise the macroeconomy
Karur Vysya Bank to open 100 new branches in FY25: MD & CEO,https://www.thehindu.com/business/Industry/karur-vysya-bank-to-open-100-new-branches-in-fy25-md-ceo/article68204634.ece,,"Thu, 23 May 2024 02:49:11 +0530",Industry,Karur Vysya Bank to open 100 new branches in FY25: MD & CEO
‘Gains from critical minerals drive unlikely before 2031’,https://www.thehindu.com/business/Economy/gains-from-critical-minerals-drive-unlikely-before-2031/article68204434.ece,"Critical mineral supply chains remain exposed to supply shocks from key producing/processing regions, which results in elevated price volatility, said Girishkumar Kadam, senior VP and group head, corporate sector ratings at ICRA.","Wed, 22 May 2024 20:35:01 +0530",Economy,"Critical mineral supply chains remain exposed to supply shocks from key producing/processing regions, which results in elevated price volatility, said Girishkumar Kadam, senior VP and group head, corporate sector ratings at ICRA."
RBI approves ₹2.11 lakh crore dividend payout to govt for 2023-24,https://www.thehindu.com/business/Economy/rbi-approves-211-lakh-crore-dividend-payout-to-govt-for-2023-24/article68203495.ece,"Analysts had expected a surplus transfer in the range of 750 billion rupees to 1.2 trillion rupees, aided by strong foreign exchange earnings.","Wed, 22 May 2024 16:53:11 +0530",Economy,"Analysts had expected a surplus transfer in the range of 750 billion rupees to 1.2 trillion rupees, aided by strong foreign exchange earnings."
India-China consumption comparison,https://www.thehindu.com/business/Economy/india-china-consumption-comparison/article68197627.ece,"While both India and China have a large consumer base, will India’s burgeoning consumer class with increased spending enhance its appeal to foreign businesses as a preferred destination over China?","Mon, 20 May 2024 23:08:15 +0530",Economy,"While both India and China have a large consumer base, will India’s burgeoning consumer class with increased spending enhance its appeal to foreign businesses as a preferred destination over China?"
RBI’s proposed framework to administer project financing | Explained,https://www.thehindu.com/business/Industry/rbis-proposed-framework-to-administer-project-financing-explained/article68189650.ece,"Considering the long gestation period of projects relating to infrastructure, non-infrastructure and commercial real estate sectors, RBI has proposed a “harmonised prudential framework for the financing of projects.  ","Mon, 20 May 2024 19:29:40 +0530",Industry,"Considering the long gestation period of projects relating to infrastructure, non-infrastructure and commercial real estate sectors, RBI has proposed a “harmonised prudential framework for the financing of projects.  "
Why is RBI keeping an eye on gold loans? | Explained,https://www.thehindu.com/business/Economy/why-is-rbi-keeping-an-eye-on-gold-loans-explained/article68191243.ece,What prompted the central bank to increase its scrutiny of the gold loan business of NBFCs?,"Sun, 19 May 2024 04:50:00 +0530",Economy,What prompted the central bank to increase its scrutiny of the gold loan business of NBFCs?
Indian manufacturing needs more sophistication: Finance Minister,https://www.thehindu.com/business/Economy/indian-manufacturing-needs-more-sophistication-finance-minister/article68185913.ece,Nirmala Sitharaman said that India’s demographic dividend with the lowest dependency ratio will bolster consumption; highlights opportunities worth trillions of dollars for investors ,"Fri, 17 May 2024 14:35:34 +0530",Economy,Nirmala Sitharaman said that India’s demographic dividend with the lowest dependency ratio will bolster consumption; highlights opportunities worth trillions of dollars for investors 
India's 2024 economic growth projection revised upwards by U.N. to nearly 7%,https://www.thehindu.com/business/Economy/indias-2024-economic-growth-projection-revised-upwards-by-un-to-nearly-7/article68185210.ece,"The World Economic Situation and Prospects as of mid-2024 said “India’s economy is forecast to expand by 6.9% in 2024 and 6.6% in 2025, mainly driven by strong public investment and resilient private consumption”.","Fri, 17 May 2024 08:17:57 +0530",Economy,"The World Economic Situation and Prospects as of mid-2024 said “India’s economy is forecast to expand by 6.9% in 2024 and 6.6% in 2025, mainly driven by strong public investment and resilient private consumption”."
"Goods exports may rebound over 14% in FY25, need more bank credit: FIEO",https://www.thehindu.com/business/Economy/goods-exports-may-rebound-over-14-in-fy25-need-more-bank-credit-fieo/article68183809.ece,"Merchandise exports could rebound to $500 billion this year as global demand is slowly improving and prospects of a good monsoon could free up curbs on shipments of agricultural products, says exporters’ group","Fri, 17 May 2024 02:19:27 +0530",Economy,"Merchandise exports could rebound to $500 billion this year as global demand is slowly improving and prospects of a good monsoon could free up curbs on shipments of agricultural products, says exporters’ group"
Argentina reports its first single-digit inflation in six months,https://www.thehindu.com/business/Economy/argentina-reports-its-first-single-digit-inflation-in-six-months/article68181354.ece,"Argentina’s inflation rate drops to single digits, boosting President Milei’s austerity program, but causing economic pain for families","Thu, 16 May 2024 13:04:09 +0530",Economy,"Argentina’s inflation rate drops to single digits, boosting President Milei’s austerity program, but causing economic pain for families"
Chinese lenders discontinue high yield deposit products to cut costs,https://www.thehindu.com/business/Economy/chinese-lenders-discontinue-high-yield-deposit-products-to-cut-costs/article68181311.ece,"Amid a slowing economy, China’s lenders have seen net interest margins — a key gauge of profitability — shrink as they grapple with pressure to lower interest rates on loans for struggling sectors at a time when loan demand is waning.","Thu, 16 May 2024 12:55:38 +0530",Economy,"Amid a slowing economy, China’s lenders have seen net interest margins — a key gauge of profitability — shrink as they grapple with pressure to lower interest rates on loans for struggling sectors at a time when loan demand is waning."
"Ahead of U.K. FTA,  India agrees with Australia to share key import data ",https://www.thehindu.com/business/Economy/ahead-of-uk-fta-india-oz-agree-to-share-import-data/article68179839.ece,,"Wed, 15 May 2024 21:54:16 +0530",Economy,"Ahead of U.K. FTA,  India agrees with Australia to share key import data "
April trade gap hits $19 billion as imports outpace exports,https://www.thehindu.com/business/Economy/indian-exports-up-107-in-april-trade-deficit-expands-by-323/article68178155.ece,Surge in the import bill for gold and oil amid the global uptick in their prices stokes concerns,"Wed, 15 May 2024 15:27:31 +0530",Economy,Surge in the import bill for gold and oil amid the global uptick in their prices stokes concerns
China’s property ‘whitelist’ lifeline stutters amid sector gloom,https://www.thehindu.com/business/Economy/chinas-property-whitelist-lifeline-stutters-amid-sector-gloom/article68177630.ece,"China’s housing market struggles to secure new loans despite government efforts, reflecting deep-seated caution and economic uncertainty","Wed, 15 May 2024 13:55:06 +0530",Economy,"China’s housing market struggles to secure new loans despite government efforts, reflecting deep-seated caution and economic uncertainty"
Recovering euro keeps dollar ‘gorilla’ from scuppering ECB rate outlook,https://www.thehindu.com/business/Economy/recovering-euro-keeps-dollar-gorilla-from-scuppering-ecb-rate-outlook/article68177587.ece,"Euro/dollar down 2.4% this year, off 5-month lows; lower euro area interest rates than those in the United States remain a headwind, but the euro seems on a stronger footing thanks in part to an improving macro backdrop; parity still a possibility further out, according to some analysts","Wed, 15 May 2024 12:42:41 +0530",Economy,"Euro/dollar down 2.4% this year, off 5-month lows; lower euro area interest rates than those in the United States remain a headwind, but the euro seems on a stronger footing thanks in part to an improving macro backdrop; parity still a possibility further out, according to some analysts"
Mutual fund assets swell by 145% from 2020 in the northeast,https://www.thehindu.com/business/Economy/mutual-fund-assets-swell-by-145-from-2020-in-the-northeast/article68173959.ece,"Assam is the leading contributor in the region, accounting for 73% of the average net assets under management","Tue, 14 May 2024 18:16:15 +0530",Economy,"Assam is the leading contributor in the region, accounting for 73% of the average net assets under management"
"Pakistan to privatise all state-owned firms, except strategic enterprises: PM Sharif",https://www.thehindu.com/news/international/pakistan-to-privatise-all-state-owned-enterprises-except-strategic-enterprises-pm-sharif/article68174406.ece,"Pakistan to privatise all state-owned enterprises, including Pakistan International Airlines, to tackle financial crunch and economic stability","Tue, 14 May 2024 16:41:46 +0530",World,"Pakistan to privatise all state-owned enterprises, including Pakistan International Airlines, to tackle financial crunch and economic stability"
"Joe Biden sharply hikes U.S. tariffs on Chinese chips, cars to woo voters in election year",https://www.thehindu.com/news/international/joe-biden-sharply-hikes-us-tariffs-on-chinese-chips-cars-to-woo-voters-in-election-year/article68174399.ece,"The White House cited ""unacceptable risks"" to U.S. ""economic security"" posed what it considers unfair Chinese practices that are flooding global markets with cheap goods","Tue, 14 May 2024 16:15:56 +0530",World,"The White House cited ""unacceptable risks"" to U.S. ""economic security"" posed what it considers unfair Chinese practices that are flooding global markets with cheap goods"
Wholesale inflation hit a 13-month high in April ,https://www.thehindu.com/business/Economy/wholesale-price-inflation-rises-to-126-in-april/article68173899.ece," Prices of food articles rise at the fastest pace in four months; potatoes and onions surge 72% and 60%, respectively, lifting vegetables inflation to 23.6%","Tue, 14 May 2024 12:34:18 +0530",Economy," Prices of food articles rise at the fastest pace in four months; potatoes and onions surge 72% and 60%, respectively, lifting vegetables inflation to 23.6%"
Food inflation scaled 4-month peak of 8.7% in April,https://www.thehindu.com/business/Economy/retail-inflation-eases-to-483-in-april/article68171122.ece,"Consumer inflation stood at 4.83% last month, but was over the 5% mark in at least a dozen States ","Mon, 13 May 2024 18:00:02 +0530",Economy,"Consumer inflation stood at 4.83% last month, but was over the 5% mark in at least a dozen States "
"FPIs withdraw ₹17,000 crore from equities in May on political uncertainty amid general election",https://www.thehindu.com/business/Economy/fpis-withdraw-17000-crore-from-equities-in-may-on-political-uncertainty-amid-general-election/article68167319.ece,"This was way higher than a net withdrawal of ₹8,700 crore in the entire April on concerns over a tweak in India's tax treaty with Mauritius and a sustained rise in U.S. bond yields","Sun, 12 May 2024 12:14:56 +0530",Economy,"This was way higher than a net withdrawal of ₹8,700 crore in the entire April on concerns over a tweak in India's tax treaty with Mauritius and a sustained rise in U.S. bond yields"
"BPCL mulls investing ₹1.7 lakh cr. in core, new energy units",https://www.thehindu.com/business/Economy/bpcl-mulls-investing-17-lakh-cr-in-core-new-energy-units/article68161913.ece,,"Fri, 10 May 2024 22:12:59 +0530",Economy,"BPCL mulls investing ₹1.7 lakh cr. in core, new energy units"
Industrial output slows to 4.9% in March,https://www.thehindu.com/business/Economy/industrial-output-growth-slows-to-49-in-march-from-56/article68161371.ece,Uneven consumption was the weakest link last year and is key monitorable in 2024-25; output contracted in 10 of 23 manufacturing segments,"Fri, 10 May 2024 18:08:39 +0530",Economy,Uneven consumption was the weakest link last year and is key monitorable in 2024-25; output contracted in 10 of 23 manufacturing segments
India received $111 billion in remittances in 2022: World Migration Report 2024,https://www.thehindu.com/business/Economy/india-received-111-billion-in-remittances-in-2022-world-migration-report-2024/article68153339.ece,"India was way ahead of its closely ranked peers Mexico ($61.1 billion), China ($51 billion), Philippines ($38.05 billion) and France ($30.04 billion). ","Thu, 09 May 2024 09:43:50 +0530",Economy,"India was way ahead of its closely ranked peers Mexico ($61.1 billion), China ($51 billion), Philippines ($38.05 billion) and France ($30.04 billion). "
The socio-ecological effects of LPG price hikes,https://www.thehindu.com/sci-tech/energy-and-environment/the-socio-ecological-effects-of-lpg-price-hikes/article68154836.ece,"Devising locally acceptable, suitable, and sustainable alternatives to fuelwood is important to secure forests, wildlife, and locals’ livelihoods","Thu, 09 May 2024 08:30:00 +0530",Environment,"Devising locally acceptable, suitable, and sustainable alternatives to fuelwood is important to secure forests, wildlife, and locals’ livelihoods"
"India received over $111 billion in remittances in 2022, first country to ever reach that figure: U.N. ",https://www.thehindu.com/business/Economy/india-received-over-111-billion-in-remittances-in-2022-first-country-to-ever-reach-that-figure-un/article68152229.ece,"The International Organisation for Migration, in its 2024 Report said that in 2022, India, Mexico, China, the Philippines and France were the top five remittance recipient countries","Wed, 08 May 2024 10:58:08 +0530",Economy,"The International Organisation for Migration, in its 2024 Report said that in 2022, India, Mexico, China, the Philippines and France were the top five remittance recipient countries"
India Ratings raises FY25 GDP growth forecast to 7.1% from 6.5%,https://www.thehindu.com/business/Economy/india-ratings-pegs-2024-25-gdp-growth-at-71/article68146904.ece,,"Mon, 06 May 2024 21:52:19 +0530",Economy,India Ratings raises FY25 GDP growth forecast to 7.1% from 6.5%
Justice (Retd) Sanjay Kumar Mishra sworn in as first GST Tribunal President,https://www.thehindu.com/business/Economy/justice-retd-sanjay-kumar-mishra-sworn-in-as-first-gst-tribunal-president/article68146686.ece,"The Tribunal, established under the Central Goods and Services Tax Act, is expected to soon become functional, nearly seven years after the launch of the GST regime.","Mon, 06 May 2024 21:05:54 +0530",Economy,"The Tribunal, established under the Central Goods and Services Tax Act, is expected to soon become functional, nearly seven years after the launch of the GST regime."
"GST has helped people with a pro-poor approach, says Nirmala Sitharaman",https://www.thehindu.com/business/Economy/gst-has-helped-people-with-a-pro-poor-approach-says-nirmala-sitharaman/article68146430.ece,The Union Finance Minister Nirmala Sitharaman attributes record gross GST collection of over ₹2 lakh crore to ‘heightened economic activity’,"Mon, 06 May 2024 20:22:25 +0530",Economy,The Union Finance Minister Nirmala Sitharaman attributes record gross GST collection of over ₹2 lakh crore to ‘heightened economic activity’
Middlemen can actually help lower dal prices,https://www.thehindu.com/business/Economy/middlemen-can-actually-help-lower-dal-prices/article68145660.ece,The prices of pulses have risen significantly over the last year and the government has resorted to various measures to rein in prices. ,"Mon, 06 May 2024 17:43:42 +0530",Economy,The prices of pulses have risen significantly over the last year and the government has resorted to various measures to rein in prices. 
India has ‘unexplored’ opportunities: Warren Buffett,https://www.thehindu.com/business/india-has-unexplored-opportunities-warren-buffett/article68144861.ece,"Warren Buffett sees ‘unexplored’ opportunities in India for Berkshire Hathaway, with potential for future investments in the market","Mon, 06 May 2024 13:14:31 +0530",Business,"Warren Buffett sees ‘unexplored’ opportunities in India for Berkshire Hathaway, with potential for future investments in the market"
"April services activity eased, but orders, output record robust rise",https://www.thehindu.com/business/Economy/april-services-activity-eased-but-orders-output-record-robust-rise/article68144781.ece,Export orders grew at second-best pace in 10 years; Finance and Insurance services clock steepest growth,"Mon, 06 May 2024 12:07:37 +0530",Economy,Export orders grew at second-best pace in 10 years; Finance and Insurance services clock steepest growth
"Cost of meals rose by 71% in five years, salaries by just 37%: Data",https://www.thehindu.com/data/cost-of-meals-rose-by-71-in-five-years-salaries-by-just-37-data/article68136011.ece,This disparity means that households with regular salaried people might be cutting back on spending on non-essential items or luxury products,"Mon, 06 May 2024 08:30:00 +0530",Data,This disparity means that households with regular salaried people might be cutting back on spending on non-essential items or luxury products
Election Commission nod taken before lifting ban on onion exports: Govt sources,https://www.thehindu.com/business/agri-business/election-commission-nod-taken-before-lifting-ban-on-onion-exports-govt-sources/article68141887.ece,"The decision assumes importance as it comes before the crucial Lok Sabha polls in key onion belts like Nashik, Ahmednagar and Solapur in Maharashtra","Sun, 05 May 2024 12:45:08 +0530",Agri-Business,"The decision assumes importance as it comes before the crucial Lok Sabha polls in key onion belts like Nashik, Ahmednagar and Solapur in Maharashtra"
"FPIs take cautious approach amid ongoing general elections; inject ₹1,156 crore in May",https://www.thehindu.com/business/Economy/fpis-take-cautious-approach-amid-ongoing-general-elections-inject-1156-crore-in-may/article68141897.ece,"In the two days of trading in May, Foreign Portfolio Investors (FPIs) have invested ₹1,156 crore in equity and sold ₹1,726 crore in debt, data with the depositories showed","Sun, 05 May 2024 12:34:49 +0530",Economy,"In the two days of trading in May, Foreign Portfolio Investors (FPIs) have invested ₹1,156 crore in equity and sold ₹1,726 crore in debt, data with the depositories showed"
 Record breaking Q2 growth in India: Apple,https://www.thehindu.com/business/Economy/record-breaking-q2-growth-in-india-apple/article68136757.ece,,"Fri, 03 May 2024 22:11:05 +0530",Economy, Record breaking Q2 growth in India: Apple
Adani Green Q4 net declines 39% due to rising expenses,https://www.thehindu.com/business/Economy/adani-green-energy-q4-net-declines-39-to-310-cr-due-to-rising-expenses/article68136489.ece,,"Fri, 03 May 2024 20:34:01 +0530",Economy,Adani Green Q4 net declines 39% due to rising expenses
"World food price index up for second month in April, says U.N. agency",https://www.thehindu.com/business/Economy/world-food-price-index-up-for-second-month-in-april-says-un-agency/article68135139.ece,"FAO reports rise in global food prices for second month, driven by meat, vegetable oils, and cereals","Fri, 03 May 2024 14:53:30 +0530",Economy,"FAO reports rise in global food prices for second month, driven by meat, vegetable oils, and cereals"
"India, Nigeria to increase cooperation in energy, UPI, local currency settlement to enhance economic ties",https://www.thehindu.com/business/Economy/india-nigeria-to-increase-cooperation-in-energy-upi-local-currency-settlement-to-enhance-economic-ties/article68135138.ece,"India and Nigeria aim to boost economic ties through cooperation in crude oil, natural gas, pharmaceuticals, UPI, and power sector","Fri, 03 May 2024 14:36:22 +0530",Economy,"India and Nigeria aim to boost economic ties through cooperation in crude oil, natural gas, pharmaceuticals, UPI, and power sector"
India’s venture capital market is upbeat this year: TVS Capital,https://www.thehindu.com/business/Economy/indias-venture-capital-market-is-upbeat-this-year-tvs-capital/article68133088.ece,,"Thu, 02 May 2024 22:43:45 +0530",Economy,India’s venture capital market is upbeat this year: TVS Capital
RBI survey shows why livelihood issues are in focus in 2024 polls,https://www.thehindu.com/data/rbi-survey-shows-why-livelihood-issues-are-in-focus-in-2024-polls/article68105152.ece,"Close to 72% said income levels have decreased or stayed the same, while 90% said price levels have increased","Thu, 02 May 2024 17:00:00 +0530",Data,"Close to 72% said income levels have decreased or stayed the same, while 90% said price levels have increased"
Satire | Whose wealth is it?,https://www.thehindu.com/society/sampath-column-allegedly-whose-wealth-is-it-satire/article68120927.ece,"Economics is not rocket science, so I’m going to clear the air on the redistribution debate","Thu, 02 May 2024 15:56:30 +0530",Society,"Economics is not rocket science, so I’m going to clear the air on the redistribution debate"
India’s April manufacturing PMI sees second-best improvement in operating conditions in three-and-a-half years,https://www.thehindu.com/business/Economy/indias-april-manufacturing-pmi-sees-second-best-improvement-in-operating-conditions-in-three-and-a-half-years/article68131005.ece,"New orders, output grew at second-fastest pace in 40-odd months; firms ramped up hiring at moderate pace that was the highest since last September","Thu, 02 May 2024 11:46:56 +0530",Economy,"New orders, output grew at second-fastest pace in 40-odd months; firms ramped up hiring at moderate pace that was the highest since last September"
Petrol sales up 12.3%; diesel slides 2.3% in April 2024,https://www.thehindu.com/business/Economy/petrol-sales-up-123-diesel-slides-23-in-april-2024/article68128610.ece,"Diesel is India's most consumed fuel, accounting for almost 40% of all petroleum product consumption. Diesel demand dropped 2.3% to 7 million tonnes. ","Wed, 01 May 2024 18:23:22 +0530",Economy,"Diesel is India's most consumed fuel, accounting for almost 40% of all petroleum product consumption. Diesel demand dropped 2.3% to 7 million tonnes. "
"In fresh high, gross GST revenues shoot past ₹2.1 lakh crore in April",https://www.thehindu.com/business/Economy/in-fresh-high-gross-gst-revenues-shoot-past-21-lakh-crore-in-april/article68127999.ece,"Record GST collections due to “strong momentum in the economy”, says Finance Minister; April’s GST revenues are usually the highest, as taxpayers meet compliance deadlines in March","Wed, 01 May 2024 13:37:55 +0530",Economy,"Record GST collections due to “strong momentum in the economy”, says Finance Minister; April’s GST revenues are usually the highest, as taxpayers meet compliance deadlines in March"
Government cuts windfall tax on crude petroleum,https://www.thehindu.com/business/Economy/government-cuts-windfall-tax-on-crude-petroleum/article68127775.ece,"The SAED on the export of diesel, petrol and jet fuel or ATF, has been retained at nil","Wed, 01 May 2024 10:53:39 +0530",Economy,"The SAED on the export of diesel, petrol and jet fuel or ATF, has been retained at nil"
IOC shares decline more than 4% as Q4 net halves,https://www.thehindu.com/business/Economy/ioc-shares-decline-over-4-as-net-profit-halves-in-q4/article68125650.ece,,"Tue, 30 Apr 2024 19:56:20 +0530",Economy,IOC shares decline more than 4% as Q4 net halves
"Amid debate about inheritance tax, rising share of personal income tax and indirect tax remains a concern",https://www.thehindu.com/data/amid-debate-about-inheritance-tax-rising-share-of-personal-income-tax-and-indirect-tax-remains-a-concern/article68122636.ece,"Recent data show that personal income tax collections have increased, while collections from corporate taxes have reduced","Tue, 30 Apr 2024 09:23:12 +0530",Data,"Recent data show that personal income tax collections have increased, while collections from corporate taxes have reduced"
Central Europe's rate-setters have pause for thought,https://www.thehindu.com/news/international/central-europes-rate-setters-have-pause-for-thought/article68123803.ece,Central Europe faces inflation rebound risks amid currency vulnerabilities and cautious rate easing approach by central banks,"Tue, 30 Apr 2024 07:50:00 +0530",World,Central Europe faces inflation rebound risks amid currency vulnerabilities and cautious rate easing approach by central banks
‘India can lead on sustainability initiatives for entire Asia-Pacific’,https://www.thehindu.com/business/Economy/india-can-lead-on-sustainability-initiatives-for-entire-asia-pacific/article68122096.ece,,"Mon, 29 Apr 2024 22:11:03 +0530",Economy,‘India can lead on sustainability initiatives for entire Asia-Pacific’
"After nod for Gujarat onion exports, Centre seeks to soothe Maharashtra farmers",https://www.thehindu.com/business/Economy/after-nod-for-gujarat-onion-exports-centre-seeks-to-soothe-maharashtra-farmers/article68118688.ece,"Amid Opposition criticism, Consumer Affairs Ministry says 99,150 tonnes of exports have been allowed","Sun, 28 Apr 2024 22:22:01 +0530",Economy,"Amid Opposition criticism, Consumer Affairs Ministry says 99,150 tonnes of exports have been allowed"
China's share in India's industrial goods imports jump to 30% from 21% in last 15 years: GTRI,https://www.thehindu.com/business/Economy/chinas-share-in-indias-industrial-goods-imports-jump-to-30-from-21-in-last-15-years-gtri/article68117064.ece,"The Indian government and industries must evaluate and potentially recalibrate their import strategies, fostering more diversified and resilient supply chains, GTRI founder Ajay Srivastava said","Sun, 28 Apr 2024 12:02:29 +0530",Economy,"The Indian government and industries must evaluate and potentially recalibrate their import strategies, fostering more diversified and resilient supply chains, GTRI founder Ajay Srivastava said"
Centre allows 99.5k tons of onion exports to 6 neighbouring nations,https://www.thehindu.com/business/agri-business/centre-allows-995k-tons-of-onion-exports-to-6-neighbouring-nations/article68113871.ece,"Centre allows export of 99,500 tonnes of onions from Maharashtra to six countries despite domestic ban","Sat, 27 Apr 2024 16:18:56 +0530",Agri-Business,"Centre allows export of 99,500 tonnes of onions from Maharashtra to six countries despite domestic ban"
Cuba’s cash crunch leads to long lines and growing frustration,https://www.thehindu.com/news/international/cubas-cash-crunch-leads-to-long-lines-and-growing-frustration/article68113238.ece,Alejandro Fonseca stood in line for several hours outside a bank in Havana hoping to withdraw Cuban pesos from an ATM,"Sat, 27 Apr 2024 11:46:06 +0530",World,Alejandro Fonseca stood in line for several hours outside a bank in Havana hoping to withdraw Cuban pesos from an ATM
"Centre allows export of 2,000 tonnes of onions",https://www.thehindu.com/business/Economy/pre-poll-sop-2000-tonnes-of-white-onion-exports-allowed/article68107194.ece,"Gujarat is the predominant producer and exporter of white onions in the country, with Bhavnagar and Amreli — which go to the polls on May 7 — accounting for a large part of the produce; shipments must go through three specified ports in Gujarat and Mumbai","Thu, 25 Apr 2024 22:32:13 +0530",Economy,"Gujarat is the predominant producer and exporter of white onions in the country, with Bhavnagar and Amreli — which go to the polls on May 7 — accounting for a large part of the produce; shipments must go through three specified ports in Gujarat and Mumbai"
"Resilient economy, price stability to support India's promising growth story: FinMin report",https://www.thehindu.com/business/Economy/resilient-economy-price-stability-to-support-indias-promising-growth-story-finmin-report/article68105454.ece,"Global slowdown led to a moderation in India's merchandise exports and imports, the report said adding that the slowing of trade has resulted in the merchandise trade deficit narrowing in FY2023-24, as exports have shown a smaller contraction than imports.","Thu, 25 Apr 2024 15:46:45 +0530",Economy,"Global slowdown led to a moderation in India's merchandise exports and imports, the report said adding that the slowing of trade has resulted in the merchandise trade deficit narrowing in FY2023-24, as exports have shown a smaller contraction than imports."
"As India develops, problem of high food inflation will get less severe: RBI MPC member Ashima Goyal",https://www.thehindu.com/business/Economy/as-india-develops-problem-of-high-food-inflation-will-get-less-severe-rbi-mpc-member-ashima-goyal/article68104884.ece,"As the weight of food in consumption falls and food consumption itself becomes more diversified, the impact and size of future food price shocks falls, she noted","Thu, 25 Apr 2024 11:38:17 +0530",Economy,"As the weight of food in consumption falls and food consumption itself becomes more diversified, the impact and size of future food price shocks falls, she noted"
"Extreme weather may pose risk to inflation, says RBI Bulletin ",https://www.thehindu.com/business/Economy/extreme-weather-may-pose-risk-to-inflation-says-rbi-bulletin/article68098033.ece,The retail based on the Consumer Price Index (CPI) has eased to 4.9% in March after averaging 5.1% in the preceding two months,"Tue, 23 Apr 2024 18:04:24 +0530",Economy,The retail based on the Consumer Price Index (CPI) has eased to 4.9% in March after averaging 5.1% in the preceding two months
"Combined manufacturing, services output rose at the fastest pace in nearly 14 years: Flash PMI data",https://www.thehindu.com/business/Economy/combined-manufacturing-services-output-rose-at-the-fastest-pace-in-nearly-14-years-flash-pmi-data/article68097297.ece,"Export orders reckoned to have clocked their highest uptick in 115 months, while combined output growth in surveyed Manufacturing and Services firms hit a ‘nearly’ 14-year high","Tue, 23 Apr 2024 13:41:31 +0530",Economy,"Export orders reckoned to have clocked their highest uptick in 115 months, while combined output growth in surveyed Manufacturing and Services firms hit a ‘nearly’ 14-year high"
Congress says will move Supreme Court if EC does not act on complaint against Modi,https://www.thehindu.com/news/national/india-needs-inclusive-economic-growth-only-india-bloc-can-do-this-congress-on-modis-redistribution-of-wealth-remark/article68097120.ece,"It matters that the EC makes a decision on the issue, the lack of which is ‘certainly actionable and justiceable’, says Abhishek Singhvi","Tue, 23 Apr 2024 12:26:13 +0530",India,"It matters that the EC makes a decision on the issue, the lack of which is ‘certainly actionable and justiceable’, says Abhishek Singhvi"
Pakistan hopes to get new IMF loan by early July: Finance Minister,https://www.thehindu.com/news/international/pakistan-hopes-to-get-new-imf-loan-by-early-july-says-finance-minister/article68097119.ece,Pakistan's current $3 billion arrangement with the IMF runs out in late-April,"Tue, 23 Apr 2024 12:02:45 +0530",World,Pakistan's current $3 billion arrangement with the IMF runs out in late-April
U.S. consumers on lower incomes face loan stress while banks pull back,https://www.thehindu.com/news/international/us-consumers-on-lower-incomes-face-loan-stress-while-banks-pull-back/article68096996.ece,U.S. borrowers on lower incomes struggle with loan payments as banks tighten credit amid rising delinquencies,"Tue, 23 Apr 2024 07:07:00 +0530",World,U.S. borrowers on lower incomes struggle with loan payments as banks tighten credit amid rising delinquencies
China's Q1 fiscal revenue falls as tax cut policies weigh,https://www.thehindu.com/news/international/chinas-q1-fiscal-revenue-falls-as-tax-cut-policies-weigh/article68097102.ece,"China’s fiscal revenue falls in Q1 due to tax cuts, property downturn, but growth seen in certain industries","Tue, 23 Apr 2024 07:07:00 +0530",World,"China’s fiscal revenue falls in Q1 due to tax cuts, property downturn, but growth seen in certain industries"
