Title,Link,Description,Publication Date,Category,New_description
INDIA not staking claim to form government today does not mean it won’t tomorrow: Mamata Banerjee,https://www.thehindu.com/elections/lok-sabha/india-not-staking-claim-to-form-government-today-does-not-mean-it-wont-tomorrow-mamata-banerjee/article68266968.ece,Trinamool chief Mamata Banerjee said that her party will be in a “wait and watch” mode to see the “weak and unstable” NDA government shunted out of power,"Sat, 08 Jun 2024 21:28:49 +0530",Lok Sabha Elections,Trinamool chief Mamata Banerjee said that her party will be in a “wait and watch” mode to see the “weak and unstable” NDA government shunted out of power
‘Farmers in Karaikal to get their annual incentive in few days’,https://www.thehindu.com/news/cities/Tiruchirapalli/farmers-in-karaikal-to-get-their-annual-incentive-in-few-days/article68267031.ece,,"Sat, 08 Jun 2024 21:27:29 +0530",Tiruchirapalli,‘Farmers in Karaikal to get their annual incentive in few days’
Fissures in TDP-JSP alliance to the fore in Pithapuram Assembly constituency,https://www.thehindu.com/news/national/andhra-pradesh/fissures-in-tdp-jsp-alliance-to-the-fore-in-pithapuram-assembly-constituency/article68266493.ece,"TDP in-charge Varma, who had sidestepped to enable JSP supremo Pawan Kalyan to enter the fray and emerge victorious in the elections, alleges bid to eliminate him by the supporters of JSP’s Kakinada MP-elect Tangella Uday Srinivas on the night of June 7","Sat, 08 Jun 2024 21:13:50 +0530",Andhra Pradesh,"TDP in-charge Varma, who had sidestepped to enable JSP supremo Pawan Kalyan to enter the fray and emerge victorious in the elections, alleges bid to eliminate him by the supporters of JSP’s Kakinada MP-elect Tangella Uday Srinivas on the night of June 7"
Valmiki corpn. scam: Sharan Prakash Patil denies any role in destruction of evidence,https://www.thehindu.com/news/national/karnataka/valmiki-corpn-scam-sharan-prakash-patil-denies-any-role-in-destruction-of-evidence/article68266287.ece,,"Sat, 08 Jun 2024 21:11:45 +0530",Karnataka,Valmiki corpn. scam: Sharan Prakash Patil denies any role in destruction of evidence
"One dead, two injured after vehicle runs over them in Idukki",https://www.thehindu.com/news/national/kerala/one-dead-two-injured-after-vehicle-runs-over-them-in-idukki/article68267115.ece,,"Sat, 08 Jun 2024 21:10:35 +0530",Kerala,"One dead, two injured after vehicle runs over them in Idukki"
‘RED Book’ hoardings in capital region create a flutter ,https://www.thehindu.com/news/national/andhra-pradesh/red-book-hoardings-in-capital-region-create-a-flutter/article68266942.ece,TDP general secretary and MLA-elect Nara Lokesh reportedly stated earlier that the names of errant officials were noted in a ‘RED Book’,"Sat, 08 Jun 2024 21:10:31 +0530",Andhra Pradesh,TDP general secretary and MLA-elect Nara Lokesh reportedly stated earlier that the names of errant officials were noted in a ‘RED Book’
Awami Ittehad Party moves court for Engineer Rashid’s release for oath-taking ceremony,https://www.thehindu.com/elections/lok-sabha/awami-ittehad-party-moves-court-for-engineer-rashids-release-for-oath-taking-ceremony/article68266630.ece,He is in Tihar jail for over five years on terror funding charges,"Sat, 08 Jun 2024 21:08:26 +0530",Lok Sabha Elections,He is in Tihar jail for over five years on terror funding charges
Kerala’s forests defy heatwave to record significant dip in fire incidents ,https://www.thehindu.com/news/national/kerala/keralas-forests-defy-heatwave-to-record-significant-dip-in-fire-incidents/article68267052.ece,"From December 1, 2023 to May 31, 2024, the State Forest department recorded 374 incidents of wildfire, down from 457 in the previous season","Sat, 08 Jun 2024 21:06:07 +0530",Kerala,"From December 1, 2023 to May 31, 2024, the State Forest department recorded 374 incidents of wildfire, down from 457 in the previous season"
Woman arrested for beating her baby,https://www.thehindu.com/news/national/kerala/woman-arrested-for-beating-her-baby/article68267145.ece,,"Sat, 08 Jun 2024 21:02:12 +0530",Kerala,Woman arrested for beating her baby
Gullible men conned of lakhs over ‘dinner dates’,https://www.thehindu.com/news/national/telangana/gullible-men-conned-of-lakhs-over-dinner-dates/article68264250.ece,"Women ‘match’ found in dating app con men during their first dates, order ‘exorbitant’ food items and drinks at a pub and make them pay; cheating case filed against pub hosting these ‘dates’ ","Sat, 08 Jun 2024 21:00:43 +0530",Telangana,"Women ‘match’ found in dating app con men during their first dates, order ‘exorbitant’ food items and drinks at a pub and make them pay; cheating case filed against pub hosting these ‘dates’ "
 Made a mistake by shifting to Thrissur: Murali,https://www.thehindu.com/news/national/kerala/made-a-mistake-by-shifting-to-thrissur-murali/article68266921.ece,,"Sat, 08 Jun 2024 20:57:06 +0530",Kerala, Made a mistake by shifting to Thrissur: Murali
People’s resistance will be formed against substance abuse: M.B. Rajesh ,https://www.thehindu.com/news/national/kerala/peoples-resistance-will-be-formed-against-substance-abuse-mb-rajesh/article68266935.ece,144 personnel join Excise force ,"Sat, 08 Jun 2024 20:55:52 +0530",Kerala,144 personnel join Excise force 
Flight diverted to Kochi due to bad weather ,https://www.thehindu.com/news/national/kerala/flight-diverted-to-kochi-due-to-bad-weather/article68266995.ece,,"Sat, 08 Jun 2024 20:54:46 +0530",Kerala,Flight diverted to Kochi due to bad weather 
Two MPs from Thackeray faction in touch with us: Shiv Sena (Shinde),https://www.thehindu.com/elections/lok-sabha/two-mps-from-thackeray-faction-in-touch-with-us-shiv-sena-shinde/article68266458.ece,"Four more lawmakers might join the two and crossover, says Naresh Mhaske, amid assertions by Sanjay Raut about Shinde factions members wanting to return to the Thackeray faction","Sat, 08 Jun 2024 20:54:13 +0530",Lok Sabha Elections,"Four more lawmakers might join the two and crossover, says Naresh Mhaske, amid assertions by Sanjay Raut about Shinde factions members wanting to return to the Thackeray faction"
"Cases against Thrissur DCC president, 20 others over clashes ",https://www.thehindu.com/news/national/kerala/cases-against-thrissur-dcc-president-20-others-over-clashes/article68266829.ece,"KPCC seeks report, likely to change DCC leadership in Thrissur ","Sat, 08 Jun 2024 20:51:21 +0530",Kerala,"KPCC seeks report, likely to change DCC leadership in Thrissur "
"With a spike in number of those acing NEET, many medical course aspirants now keen on taking up engineering

",https://www.thehindu.com/news/cities/bangalore/with-a-spike-in-number-of-those-acing-neet-many-medical-course-aspirants-now-keen-on-taking-up-engineering/article68266290.ece,"Compared to previous year, 13,840 more students from Karnataka have qualified in NEET this time","Sat, 08 Jun 2024 20:48:00 +0530",Bengaluru,"Compared to previous year, 13,840 more students from Karnataka have qualified in NEET this time"
UTF leaders call for scrapping of G.O. No. 177,https://www.thehindu.com/news/national/andhra-pradesh/utf-leaders-call-for-scrapping-of-go-no-177/article68266370.ece,"Addressing the challenging state of the education sector, UTF district secretary urges the filling of teacher vacancies through the Mega DSC initiative","Sat, 08 Jun 2024 20:47:17 +0530",Andhra Pradesh,"Addressing the challenging state of the education sector, UTF district secretary urges the filling of teacher vacancies through the Mega DSC initiative"
"Had post-poll alliance speculations turned into reality, the Supreme Court may not have interfered",https://www.thehindu.com/news/national/had-post-poll-alliance-speculations-turned-into-reality-the-supreme-court-may-not-have-interfered/article68266226.ece,"Rumours flew that the TDP, JD(U) chiefs might join the Opposition INDIA; a January 2006 Supreme Court judgment held that post-poll alliances are solely in the political realm, with little role for courts or Constitutional bodies","Sat, 08 Jun 2024 20:45:17 +0530",India,"Rumours flew that the TDP, JD(U) chiefs might join the Opposition INDIA; a January 2006 Supreme Court judgment held that post-poll alliances are solely in the political realm, with little role for courts or Constitutional bodies"
Four leaders elected to Lok Sabha have less than two weeks to resign from legislature ,https://www.thehindu.com/news/national/karnataka/four-leaders-elected-to-lok-sabha-have-less-than-two-weeks-to-resign-from-assembly/article68263463.ece,Exit of Kumaraswamy and Bommai could weaken the Opposition benches in the Lower House of the State legislature ,"Sat, 08 Jun 2024 20:44:29 +0530",Karnataka,Exit of Kumaraswamy and Bommai could weaken the Opposition benches in the Lower House of the State legislature 
"Class 10 student assaulted in Wayanad school, alleges ragging",https://www.thehindu.com/news/national/kerala/class-10-student-assaulted-in-wayanad-school-alleges-ragging/article68266916.ece,"It is yet to be ascertained whether this was a case of ragging, says the police","Sat, 08 Jun 2024 20:43:48 +0530",Kerala,"It is yet to be ascertained whether this was a case of ragging, says the police"
"Students told to master communication skills, time management",https://www.thehindu.com/news/national/andhra-pradesh/students-told-to-master-communication-skills-time-management/article68266992.ece,,"Sat, 08 Jun 2024 20:40:07 +0530",Andhra Pradesh,"Students told to master communication skills, time management"
"So long, and no thanks for all the lack of fish ",https://www.thehindu.com/opinion/columns/so-long-and-no-thanks-for-all-the-lack-of-fish/article68265881.ece,It is accepted now that porn drove the Internet in its early days. Some 36% of the Net traffic was generated by it. The figure is far less now,"Sat, 08 Jun 2024 20:32:14 +0530",Columns,It is accepted now that porn drove the Internet in its early days. Some 36% of the Net traffic was generated by it. The figure is far less now
ISRO all set for third reusable launch vehicle landing experiment,https://www.thehindu.com/news/national/kerala/isro-all-set-for-third-reusable-launch-vehicle-landing-experiment/article68266926.ece,,"Sat, 08 Jun 2024 20:29:52 +0530",Kerala,ISRO all set for third reusable launch vehicle landing experiment
Cooperation Minister Rajanna thanks voters of Hassan for electing Congress candidate,https://www.thehindu.com/news/national/karnataka/cooperation-minister-rajanna-thanks-voters-of-hassan-for-electing-congress-candidate/article68266903.ece,,"Sat, 08 Jun 2024 20:20:10 +0530",Karnataka,Cooperation Minister Rajanna thanks voters of Hassan for electing Congress candidate
Guarantee schemes should be restricted to genuinely needy: Lakshmana after losing Mysuru seat,https://www.thehindu.com/news/national/karnataka/guarantee-schemes-should-be-restricted-to-genuinely-needy-lakshmana-after-losing-mysuru-seat/article68266672.ece,,"Sat, 08 Jun 2024 20:15:44 +0530",Karnataka,Guarantee schemes should be restricted to genuinely needy: Lakshmana after losing Mysuru seat
SIT takes Prajwal to his Holenarsipur residence ,https://www.thehindu.com/news/national/karnataka/sit-takes-prajwal-to-his-holenarsipur-residence/article68266692.ece,,"Sat, 08 Jun 2024 20:13:42 +0530",Karnataka,SIT takes Prajwal to his Holenarsipur residence 
Two-day State mourning in Andhra Pradesh over death of Ramoji Rao,https://www.thehindu.com/news/national/andhra-pradesh/two-day-state-mourning-in-andhra-pradesh-over-death-of-ramoji-rao/article68266802.ece,,"Sat, 08 Jun 2024 20:12:09 +0530",Andhra Pradesh,Two-day State mourning in Andhra Pradesh over death of Ramoji Rao
Muraleedharan plays down differences within Congress,https://www.thehindu.com/news/national/kerala/muraleedharan-plays-down-differences-within-congress/article68266911.ece,The senior Congress leader appeals to party workers to maintain a united front and says intra-party fights over the defeat in Thrissur will further affect the party in the upcoming byelections and local body elections next year,"Sat, 08 Jun 2024 20:08:12 +0530",Kerala,The senior Congress leader appeals to party workers to maintain a united front and says intra-party fights over the defeat in Thrissur will further affect the party in the upcoming byelections and local body elections next year
"CPI(M) strives to find solution as CPI, KC(M) insist on Rajya Sabha seat",https://www.thehindu.com/news/national/kerala/cpim-strives-to-find-solution-as-cpi-kcm-insist-on-rajya-sabha-seat/article68266635.ece,CPI(M) holds close-door discussions with both allies; an LDF meeting on Monday may take the final decision on the issue,"Sat, 08 Jun 2024 20:07:05 +0530",Kerala,CPI(M) holds close-door discussions with both allies; an LDF meeting on Monday may take the final decision on the issue
"Cockroaches in kitchen, fungus-infested vegetables found at popular Sainikpuri eateries",https://www.thehindu.com/news/cities/Hyderabad/cockroaches-in-kitchen-fungus-infested-vegetables-found-at-popular-sainikpuri-eateries/article68266624.ece,,"Sat, 08 Jun 2024 20:03:51 +0530",Hyderabad,"Cockroaches in kitchen, fungus-infested vegetables found at popular Sainikpuri eateries"
AP Chambers to submit road map on State development to new State government soon,https://www.thehindu.com/news/national/andhra-pradesh/ap-chambers-to-submit-road-map-on-state-development-to-new-state-government-soon/article68266795.ece,"It prepared a sector-wise road map for rapid economic development of the State by collating inputs and suggestions from industry leaders and various associations, says Chambers president","Sat, 08 Jun 2024 20:03:19 +0530",Andhra Pradesh,"It prepared a sector-wise road map for rapid economic development of the State by collating inputs and suggestions from industry leaders and various associations, says Chambers president"
"Orange alert for two districts, yellow alert for seven districts on Sunday  ",https://www.thehindu.com/news/national/kerala/orange-alert-for-two-districts-yellow-alert-for-seven-districts-on-sunday/article68266879.ece,,"Sat, 08 Jun 2024 20:03:01 +0530",Kerala,"Orange alert for two districts, yellow alert for seven districts on Sunday  "
"Naidu and Lokesh behind attacks on YSRCP leaders, alleges Perni Nani  ",https://www.thehindu.com/news/national/andhra-pradesh/naidu-and-lokesh-behind-attacks-on-ysrcp-leaders-alleges-perni-nani/article68266626.ece,"The TDP national president has asked the DGP to let the police remain mute spectators even as ‘TDP and JSP goons’ assaulted YSRCP leaders and their families across the State, the former MLA alleges; he also accuses the police of inaction    ","Sat, 08 Jun 2024 20:00:16 +0530",Andhra Pradesh,"The TDP national president has asked the DGP to let the police remain mute spectators even as ‘TDP and JSP goons’ assaulted YSRCP leaders and their families across the State, the former MLA alleges; he also accuses the police of inaction    "
World Oceans Day: beach cleaning drive organised at Adani Krishnapatnam Port,https://www.thehindu.com/news/national/andhra-pradesh/world-oceans-day-beach-cleaning-drive-organised-at-adani-krishnapatnam-port/article68266571.ece,"Only when sea waters are clean, there will be marine life in them, says the port’s COO Rajan Babu","Sat, 08 Jun 2024 20:00:16 +0530",Andhra Pradesh,"Only when sea waters are clean, there will be marine life in them, says the port’s COO Rajan Babu"
Need to develop Kappatagudda as nerve centre of traditional medicine system stressed ,https://www.thehindu.com/news/national/karnataka/need-to-develop-kappatagudda-as-nerve-centre-of-traditional-medicine-system-stressed/article68266730.ece,"Commissioner of AYUSH (Ayurveda Yoga and Naturopathy, Unani Siddha and Homeopathy) Srinivasulu has emphasised the need for developing Kappatagudda hill range, which is a treasure trove of medicinal and aromatic plants as the nerve centre of traditional medicine system","Sat, 08 Jun 2024 19:55:26 +0530",Karnataka,"Commissioner of AYUSH (Ayurveda Yoga and Naturopathy, Unani Siddha and Homeopathy) Srinivasulu has emphasised the need for developing Kappatagudda hill range, which is a treasure trove of medicinal and aromatic plants as the nerve centre of traditional medicine system"
‘Sundara Susthira Shanghumughom’ campaign launched,https://www.thehindu.com/news/national/kerala/sundara-susthira-shanghumughom-campaign-launched/article68266705.ece,,"Sat, 08 Jun 2024 19:50:51 +0530",Kerala,‘Sundara Susthira Shanghumughom’ campaign launched
