Title,Link,Description,Publication Date,Category
20 teams at the T20 WC— a double-edged sword in pursuit of a level-playing field,https://www.thehindu.com/sport/cricket/20-teams-at-the-t20-wc-a-double-edged-sword-in-pursuit-of-a-level-playing-field/article68248091.ece,"ICC’s move has divided opinion right from the scheduling of the event to its quality as the game tries to widen its reach with its most popular format; among those making their debut are USA, Canada, Uganda and Papua New Guinea; even half-a-dozen years back, any of these countries would not have imagined being part of a cricket World Cup","Tue, 04 Jun 2024 00:48:34 +0530",Cricket
T20 World Cup 2024: South Africa beat Sri Lanka by six wickets in low-scoring match,https://www.thehindu.com/sport/cricket/icc-twenty20-world-cup-2024-south-africa-vs-sri-lanka-in-new-york-on-june-3-2024/article68247884.ece,"The Proteas first restricted Sri Lanka to 77 in 19.1 overs, the Islanders’ lowest total in T20 cricket, with Nortje coming up with envious figures of 4/7 in four overs. ","Mon, 03 Jun 2024 22:13:51 +0530",Cricket
T20 World Cup 2024: Cricket and USA — strange bedfellows indeed,https://www.thehindu.com/sport/cricket/t20-world-cup-2024-cricket-and-usa-strange-bedfellows-indeed/article68247873.ece,"The Nassau County International Cricket Stadium, the venue for India’s group stage matches, is nestled inside the Eisenhower Park.","Mon, 03 Jun 2024 22:10:06 +0530",Cricket
Mitchell Starc key to Australia’s chances in T20 World Cup: McGrath,https://www.thehindu.com/sport/cricket/mitchell-starc-key-to-australias-chances-in-t20-world-cup-mcgrath/article68247163.ece,"McGrath expressed his support for the expanded T20 World Cup, where more teams get the opportunity to participate.","Mon, 03 Jun 2024 21:41:37 +0530",Cricket
ICC announces record prize purse of $11.25 million for T20 World Cup,https://www.thehindu.com/sport/cricket/icc-announces-record-prize-purse-of-1125-million-for-t20-world-cup/article68246827.ece,The winners will be pocketing $2.45 million while the runners-up will receive at least $1.28 million,"Mon, 03 Jun 2024 19:02:15 +0530",Cricket
India batter Kedar Jadhav announces retirement,https://www.thehindu.com/sport/cricket/india-batter-kedar-jadhav-announces-retirement/article68246339.ece,"Interestingly, Jadhav is currently captaining Kolhapur Tuskers in the Maharashtra Premier League which got underway in Pune on June 2 and his post does not specify whether the announcement covers this engagement","Mon, 03 Jun 2024 17:09:52 +0530",Cricket
"Ajinkya Rahane underlines importance of fitness, game plan as Mumbai begin off-season camp",https://www.thehindu.com/sport/cricket/ajinkya-rahane-underlines-importance-of-fitness-game-plan-as-mumbai-begin-off-season-camp/article68245994.ece,The Mumbai Cricket Association (MCA) launched the three-month long camp on the theme titled ‘Home of the Champions’ for the upcoming season.,"Mon, 03 Jun 2024 15:17:48 +0530",Cricket
T20 World Cup 2024: Holders England hopes to set tone against Scotland; Afghans start favourites against Uganda,https://www.thehindu.com/sport/cricket/icc-twenty20-world-cup-2024-matches-on-june-4-2024/article68245990.ece,England will still enter the tournament as one of the strong contenders to lift the title for an unprecedented third time.,"Mon, 03 Jun 2024 15:02:35 +0530",Cricket
"Trumpelmann, Wiese shine as Namibia win in Super Over",https://www.thehindu.com/sport/cricket/trumpelmann-wiese-shine-as-namibia-win-in-super-over/article68245540.ece,Trumpelmann created history when he dismissed opener Kashyap Prajapati and Oman skipper Aqib Ilyas for golden ducks on the first two balls of the match,"Mon, 03 Jun 2024 11:51:28 +0530",Cricket
T20 World Cup 2024: West Indies beat Papua New Guinea by five wickets ,https://www.thehindu.com/sport/cricket/icc-twenty20-world-cup-2024-west-indies-vs-papua-new-guinea-in-georgetown-on-june-2-2024/article68244282.ece,"All-rounder Roston Chase’s unbeaten 42 off 27 balls (four fours, two sixes) stole the spotlight from the power-hitting Andre Russell (15 not out) to take the West Indies team to victory at 137 for five off 19 overs.","Sun, 02 Jun 2024 22:03:55 +0530",Cricket
Would love to coach the Indian team: Gautam Gambhir,https://www.thehindu.com/sport/cricket/would-love-to-coach-the-indian-team-gautam-gambhir/article68244126.ece,"Gautam Gambhir is seen as an able successor to Rahul Dravid, whose contract expires after the ongoing T20 World Cup","Sun, 02 Jun 2024 21:28:41 +0530",Cricket
"T20 World Cup 2024: Hopefully my innings will open eyes of those who don’t know me or USA cricket, says Aaron Jones",https://www.thehindu.com/sport/cricket/t20-world-cup-2024-hopefully-my-innings-will-open-eyes-of-those-who-dont-know-me-or-usa-cricket-says-aaron-jones/article68243062.ece,Aaron Jones' 40-ball 94 was an eye-opener as his team notched a convincing seven-wicket victory over rivals Canada in Dallas,"Sun, 02 Jun 2024 16:50:42 +0530",Cricket
"India vs Pakistan T20 World Cup match: Stay clam and keep nerves at bay, Babar Azam tells teammates ahead of India clash",https://www.thehindu.com/sport/cricket/icc-twenty20-world-cup-2024-india-vs-pakistan-match/article68243038.ece, India have lost only once to Pakistan in the T20 World Cup in seven meetings with their only defeat coming in 2021 when the Virat Kohli-led side lost by 10 wickets at the Super 12 stage.,"Sun, 02 Jun 2024 16:40:02 +0530",Cricket
Twenty20 World Cup: Sri Lanka looks to muffle big guns in South Africa batting; Namibia faces Oman,https://www.thehindu.com/sport/cricket/icc-twenty20-world-cup-2024-matches-on-june-3-2024/article68242896.ece,South Africa have spread all their cards on the table as the team selection indicated the most likely route they would take in this ICC showpiece.,"Sun, 02 Jun 2024 15:47:01 +0530",Cricket
ICC Twenty20 World Cup | We have not really nailed down our batting unit: Rohit Sharma,https://www.thehindu.com/sport/cricket/icc-twenty20-world-cup-we-have-not-really-nailed-down-our-batting-unit-rohit-sharma/article68242811.ece,"""New venue, new ground, drop-in pitch — important to get used to it and we managed pretty well,"" Rohit Sharma said after the match","Sun, 02 Jun 2024 14:56:51 +0530",Cricket
USA begin T-20 World Cup with seven-wicket win over Canada ,https://www.thehindu.com/sport/cricket/usa-canada-t20-match-world-cup-june-2/article68242296.ece,USA rode on Andries G'ous' 65 and Jones' unbeaten 40-ball knock to cruise home in 17.4 overs,"Sun, 02 Jun 2024 09:57:33 +0530",Cricket
"Google Doodle celebrates ICC Men's T20 Cricket World Cup hosted by U.S., West Indies",https://www.thehindu.com/sport/cricket/google-doodle-celebrates-icc-mens-t20-cricket-world-cup-hosted-by-us-west-indies/article68241198.ece,"“Exciting to see my favorite sport growing globally - and celebrated in today’s #Doodle,” Google CEO Sundar Pichai posts in X.","Sun, 02 Jun 2024 04:51:00 +0530",Cricket
"ICC Twenty20 World Cup: Rishabh Pant, Hardik Pandya lead India's 60-run win over Bangladesh in warm-up match",https://www.thehindu.com/sport/cricket/icc-twenty20-world-cup-rishabh-pant-hardik-pandya-lead-indias-60-run-win-over-bangladesh-in-warm-up-match/article68240961.ece,"Pant’s 53 (32b, 4x4, 4x6), who was making his India comeback after that horrific car accident in December 2022, and Hardik Pandya’s equally pleasing (40 not out, 23b, 2x4, 4x6) led India to a competitive 182 for five after opting to bat first.","Sun, 02 Jun 2024 00:51:58 +0530",Cricket
Dinesh Karthik bows out after an illustrious and multifaceted career,https://www.thehindu.com/sport/cricket/dinesh-karthik-retires-from-all-forms-of-competitive-cricket-on-his-39th-birthday/article68239883.ece,He has already built a name for his prowess behind the mic,"Sat, 01 Jun 2024 19:28:17 +0530",Cricket
ICC Twenty20 World Cup: West Indies aim for solid start against Papua New Guinea; USA to face Canada,https://www.thehindu.com/sport/cricket/icc-twenty20-world-cup-matches-on-june-2-2024/article68239179.ece,"It's been 2982 days since the memorable night at the Eden Gardens in Kolkata, something West Indies would be desperate to reclaim especially when the tournament is at home.","Sat, 01 Jun 2024 16:24:00 +0530",Cricket
I don’t try to over-teach: Jasprit Bumrah on mentoring India’s young pacers,https://www.thehindu.com/sport/cricket/i-dont-try-to-over-teach-jasprit-bumrah-on-mentoring-indias-young-pacers/article68239038.ece,"The 30-year-old Bumrah would be a key player for India in the T20 World Cup, starting in New York on June 1 ","Sat, 01 Jun 2024 15:21:52 +0530",Cricket
"Gautam Gambhir would be good coach for India if he has applied, says Sourav Ganguly",https://www.thehindu.com/sport/cricket/if-he-has-applied-gambhir-would-be-good-coach-for-india-ganguly/article68238896.ece, The former BCCI president Sourav Ganguly said he is in favour of the national team having an Indian coach since there is enough talent in the country.,"Sat, 01 Jun 2024 12:57:41 +0530",Cricket
England all-rounder Chris Woakes on a break from cricket after father's death,https://www.thehindu.com/sport/cricket/england-all-rounder-chris-woakes-on-a-break-from-cricket-after-fathers-death/article68238773.ece,"“The last month has been the most challenging of my life,” he said","Sat, 01 Jun 2024 11:48:20 +0530",Cricket
"Gilchrist backs Nepal, Netherlands to upset big teams in T20 WC",https://www.thehindu.com/sport/cricket/gilchrist-backs-nepal-netherlands-to-upset-big-teams-in-t20-wc/article68238787.ece," ""I think Nepal would be a team that might be able to fire a shot,"" Gilchrist said. ","Sat, 01 Jun 2024 11:39:30 +0530",Cricket
"Morning Digest | Marathon Lok Sabha polling exercise ends with 7th phase today; 61 killed as heatwave grips north India, and more",https://www.thehindu.com/news/the-hindu-morning-digest-june-1-2024/article68237491.ece,Here is a select list of stories to start the day,"Sat, 01 Jun 2024 06:43:25 +0530",News
T20 World Cup | Can Dravid extract the best out of the Men in Blue and bow out on a high?,https://www.thehindu.com/sport/cricket/can-dravid-extract-the-best-out-of-the-men-in-blue-and-bow-out-on-a-high/article68237610.ece,"Rohit will have much of the same personnel from the 2022 campaign; Kohli, Suryakumar and Bumrah’s form will be key to India’s fortunes","Sat, 01 Jun 2024 00:44:19 +0530",Cricket
"Williamson, Kohli, Smith, Babar, Warner have been my biggest challenges as a bowler: Lungi Ngidi",https://www.thehindu.com/sport/cricket/williamson-kohli-smith-babar-warner-have-been-my-biggest-challenges-as-a-bowler-lungi-ngidi/article68237565.ece,"In this freewheeling conversation, the South Africa quick talks about his favourite cricketers, his stunning Test debut against India six years ago, the Test cricket vs. SA20 situation and what playing for CSK after growing up supporting the franchise felt like","Sat, 01 Jun 2024 00:03:51 +0530",Cricket
"Wolvaardt to lead SA in Test, ODIs during India tour",https://www.thehindu.com/sport/cricket/wolvaardt-to-lead-sa-in-test-odis-during-india-tour/article68237365.ece,"The tour will start with three ODIs in Bengaluru before the visitors to move to Chennai for one-off Test and T20Is, for which the squad will be announced later.","Fri, 31 May 2024 22:19:11 +0530",Cricket
"WI vs Aus T20 World Cup warm-up: Pooran, Powell make fifties as WEst Indies hammer nine-man Australia",https://www.thehindu.com/sport/cricket/wi-vs-aus-t20-world-cup-warm-up-pooran-powell-make-fifties-as-west-indies-hammer-nine-man-australia/article68235275.ece,"In another match, Namibia defeated Papua New Guinea by three runs under the DLS method.","Fri, 31 May 2024 12:08:07 +0530",Cricket
"Legends of T20 World Cup: Leading Wicket-takers, six-hitters and keepers with most dismissals",https://www.thehindu.com/sport/cricket/legends-of-t20-world-cup-leading-wicket-takers-six-hitters-and-keepers-with-most-dismissals/article68235255.ece,"PTI gives a rundown on the top wicket-takers, batsmen with the most sixes and wicket-keepers with the most dismissals.","Fri, 31 May 2024 12:00:01 +0530",Cricket
Rohit Sharma hopes for quick acclimatisation of New York pitch ahead of Twenty20 World Cup,https://www.thehindu.com/sport/cricket/rohit-sharma-hopes-for-quick-acclimatisation-of-new-york-pitch-ahead-of-twenty20-world-cup/article68235113.ece,Rohit and company will get a chance to check the nature of the pitch and overall conditions when they face Bangladesh in a warm-up match in New York on June 1. ,"Fri, 31 May 2024 10:44:33 +0530",Cricket
England's Ecclestone becomes fastest woman to 100 ODI wickets,https://www.thehindu.com/sport/cricket/englands-ecclestone-becomes-fastest-woman-to-100-odi-wickets/article68233607.ece,"England spinner Sophie Ecclestone reached the 100-wicket mark after bowling in 63 matches, beating the previous record held by Australian fast bowler Cathryn Fitzpatrick, who took 64 innings","Thu, 30 May 2024 21:46:50 +0530",Cricket
Nepal says Lamichhane denied visa for T20 World Cup,https://www.thehindu.com/sport/cricket/nepal-says-lamichhane-denied-visa-for-t20-world-cup/article68233548.ece,,"Thu, 30 May 2024 21:42:57 +0530",Cricket
"Twenty20 World Cup Group B preview: England, Australia favourites, Scotland the dark horse",https://www.thehindu.com/sport/cricket/twenty20-world-cup-group-b-preview-england-australia-favourites-scotland-the-dark-horse/article68233351.ece,Phil Salt’s form and return of Archer augurs well for defending champion; Baggy Greens are always at their best in big tournaments as seen in the ODI World Cup; Namibia and Oman complete the group,"Thu, 30 May 2024 21:09:48 +0530",Cricket
ICC Twenty20 World Cup a boost to sport’s American Dream,https://www.thehindu.com/sport/cricket/icc-twenty20-world-cup-a-boost-to-sports-american-dream/article68232137.ece,"The United States play Canada in the first match of the tournament co-hosted by the West Indies, while a temporary stadium in Nassau County, New York, hosts its first of eight fixtures on June 3. ","Thu, 30 May 2024 17:00:49 +0530",Cricket
Twenty20 World Cup: Rishabh Pant eager to wear ‘India Blue’ jersey; hopes to make it count,https://www.thehindu.com/sport/cricket/twenty20-world-cup-rishabh-pant-eager-to-wear-india-blue-jersey-hopes-to-make-it-count/article68232090.ece,Indian wicket-keeper Rishabh Pant spoke on the sidelines of first net session ahead of the warm-up game against Bangladesh,"Thu, 30 May 2024 16:38:44 +0530",Cricket
Legends of T20 World Cup: Leading run-getters and batters with best strike rates,https://www.thehindu.com/sport/cricket/legends-of-t20-world-cup-leading-run-getters-and-batters-with-best-strike-rates/article68231960.ece,PTI gives a rundown on the leading run-getters and the ones with best strike rates in the T20 showpiece.,"Thu, 30 May 2024 15:35:00 +0530",Cricket
New York promises unprecedented security for India-Pakistan clash following terror threat,https://www.thehindu.com/sport/cricket/new-york-promises-unprecedented-security-for-india-pakistan-clash-following-terror-threat/article68231455.ece,Unprecedented security measures in Nassau County for T20 World Cup due to terror threat; Governor Hochul ensures safety,"Thu, 30 May 2024 12:48:46 +0530",Cricket
"T20 World Cup 2024 Group C preview | Three-way race beckons West Indies, New Zealand, and Afghanistan",https://www.thehindu.com/sport/cricket/t20-world-cup-2024-group-c-preview-west-indies-new-zealand-afghanistan-uganda-papua-new-guinea/article68230196.ece,"While Powell’s men have the home advantage, Williamson and Rashid’s sides will be fancying their chances as well; Uganda and Papua New Guinea complete the roster in Group C","Thu, 30 May 2024 00:14:24 +0530",Cricket
Only Bumrah is executing yorkers consistently: Lee,https://www.thehindu.com/sport/cricket/only-bumrah-is-executing-yorkers-consistently-lee/article68230042.ece,"“I want to see fast bowlers bowl more yorkers. I still don’t reckon they execute enough yorkers at the death,” former Australian pacer Brett Lee said","Wed, 29 May 2024 22:53:20 +0530",Cricket
"India train in 'Big Apple': Getting used to cooler temperatures, playing white-ball games in morning",https://www.thehindu.com/sport/cricket/india-train-in-big-apple-getting-used-to-cooler-temperatures-playing-white-ball-games-in-morning/article68230021.ece,"Having played 90% of the matches under lights in the scorching Indian summer, the idea would be to adjust to pleasant mornings where temperatures will hover between 25 to 27 degree celsius with very less humidity","Wed, 29 May 2024 22:45:18 +0530",Cricket
"T20 World Cup 2024: Final chance for Rohit Sharma, Virat Kohli to give India an ICC Trophy after 13 years",https://www.thehindu.com/sport/cricket/t20-world-cup-2024-final-chance-for-rohit-sharma-virat-kohli-to-give-india-an-icc-trophy-after-13-years/article68227630.ece,"The next T20 World Cup is in 2026, to be jointly hosted by India and Sri Lanka, but Rohit would be touching 40 then and Kohli would be 38. The 50-over version is a further one year away and it's hard to see them playing in any of those","Wed, 29 May 2024 12:30:11 +0530",Cricket
"T20 World Cup: ‘Gonna be fun,’ says Ravindra Jadeja on playing cricket in New York for first time",https://www.thehindu.com/sport/cricket/t20-world-cup-gonna-be-fun-says-ravindra-jadeja-on-playing-cricket-in-new-york-for-first-time/article68227474.ece,"Meanwhile, Jasprit Bumrah said, ""we have not yet played cricket, came here for a team activity today. Hopefully, it will be good. The weather is really good, so we are looking forward to it""","Wed, 29 May 2024 11:26:18 +0530",Cricket
