Title,Link,Description,Publication Date,Category,New_description
"‘If you travel with a feeling that the country has something to teach you, it will always be an act of empathy’",https://www.thehindu.com/opinion/interview/travel-writing-is-always-an-act-of-empathy-says-author-colin-thubron/article67856794.ece,The 84-year-old Colin Thubron on why travel books will endure and what draws him to remote places on earth like Siberia,"Fri, 01 Mar 2024 09:00:00 +0530",Interview,The 84-year-old Colin Thubron on why travel books will endure and what draws him to remote places on earth like Siberia
INDIA bloc should ignore differences: Tejashwi Yadav,https://www.thehindu.com/opinion/interview/nitish-kumar-is-a-habitual-turncoat-nobody-will-trust-him-any-more-even-the-bjp-knows-it-very-well-tejashwi-yadav/article67871189.ece,"RJD leader says the contest in Bihar for the Lok Sabha election is with the BJP; he adds that the real issues are inflation, poverty, unemployment, education","Wed, 21 Feb 2024 20:54:37 +0530",Interview,"RJD leader says the contest in Bihar for the Lok Sabha election is with the BJP; he adds that the real issues are inflation, poverty, unemployment, education"
"‘The people miss the place and the place misses the people,’ says Ibrahim Muhawi",https://www.thehindu.com/opinion/interview/ibrahim-muhawi-reflects-on-themes-that-dominate-palestinian-literature/article67837923.ece,"Ibrahim Muhawi, who has won 2023’s Palestine Book Award for translating Hussein Barghouthi’s Among the Almond Trees, reflects on themes that dominate Palestinian literature","Tue, 13 Feb 2024 13:42:04 +0530",Interview,"Ibrahim Muhawi, who has won 2023’s Palestine Book Award for translating Hussein Barghouthi’s Among the Almond Trees, reflects on themes that dominate Palestinian literature"
"‘The cow’s status doesn’t protect her,’ says Yamini Narayanan",https://www.thehindu.com/opinion/interview/the-cow-and-the-ganga-have-both-been-harmed-in-the-name-of-being-sacred/article67813846.ece,"Yamini Narayanan argues that the cow and the Ganga have both been harmed, in the name of being sacred","Fri, 09 Feb 2024 09:02:00 +0530",Interview,"Yamini Narayanan argues that the cow and the Ganga have both been harmed, in the name of being sacred"
"‘The Indian and Pakistani armies were born out of the same womb,’ says Probal DasGupta",https://www.thehindu.com/opinion/interview/the-indian-army-has-embraced-change-and-forged-a-balance-between-tradition-and-modernity/article67807462.ece,"The Indian Army has embraced change and forged a balance between tradition and modernity, says the author of Camouflaged — Forgotten Stories from Battlefields","Fri, 09 Feb 2024 09:01:00 +0530",Interview,"The Indian Army has embraced change and forged a balance between tradition and modernity, says the author of Camouflaged — Forgotten Stories from Battlefields"
States to play a critical role in next generation reforms: CEA Anantha Nageswaran ,https://www.thehindu.com/opinion/interview/states-to-play-a-critical-role-in-next-generation-reforms-cea-anantha-nageswaran/article67811681.ece,Chief Economic Advisor V. Anantha Nageswaran identifies some of the next generation reforms needed in the coming years,"Mon, 05 Feb 2024 07:00:00 +0530",Interview,Chief Economic Advisor V. Anantha Nageswaran identifies some of the next generation reforms needed in the coming years
"‘World War II and Japan’s entry at the end of 1941 divided the Congress,’ says Mukund Padmanabhan",https://www.thehindu.com/opinion/interview/world-war-ii-india-people-migration-and-politics/article67789022.ece,"The possibility of a Japanese invasion in 1942 not only led to an exodus from several cities, including Madras and Calcutta, it also shaped major political events leading to the Quit India call to the British, says the author of The Great Flap of 1942","Fri, 02 Feb 2024 09:01:00 +0530",Interview,"The possibility of a Japanese invasion in 1942 not only led to an exodus from several cities, including Madras and Calcutta, it also shaped major political events leading to the Quit India call to the British, says the author of The Great Flap of 1942"
"‘The Romans are unavoidable,’ says Mary Beard about the ancient civilisation",https://www.thehindu.com/books/books-authors/the-romans-are-unavoidable-says-mary-beard/article67764869.ece,"Roman writers had an anxiety about one-man rule. But there was little opposition to the system, says the author of ‘Emperor of Rome: Ruling the Ancient Roman World’","Fri, 26 Jan 2024 09:01:00 +0530",Authors,"Roman writers had an anxiety about one-man rule. But there was little opposition to the system, says the author of ‘Emperor of Rome: Ruling the Ancient Roman World’"
"‘Assamese identity has historically been secular,’ says Sangeeta Barooah Pisharoty",https://www.thehindu.com/books/books-authors/assamese-identity-has-historically-been-secular-says-sangeeta-barooah-pisharoty/article67712653.ece,"As the government searches for a definition, the author of ‘The Assamese: A Portrait of a Community’ unpacks the composite culture of the people by the Brahmaputra","Fri, 26 Jan 2024 09:00:00 +0530",Authors,"As the government searches for a definition, the author of ‘The Assamese: A Portrait of a Community’ unpacks the composite culture of the people by the Brahmaputra"
"Division in Bengal, Punjab in INDIA bloc not a blow to INDIA bloc: Sitaram Yechury ",https://www.thehindu.com/news/national/division-in-bengal-punjab-in-india-bloc-not-a-blow-sitaram-yechury/article67776957.ece,"“As far as INDIA bloc, in Maharashtra, you have the Maharashtra Vikas Agadi, in Bihar you have the Mahagathbandhan and in Tamil Nadu you have DMK-led secular front. So, in each State these talks are already on. And I am sure by the end of this month, the situation will be far clearer,” says CPI(M) general secretary","Thu, 25 Jan 2024 22:22:13 +0530",India,"“As far as INDIA bloc, in Maharashtra, you have the Maharashtra Vikas Agadi, in Bihar you have the Mahagathbandhan and in Tamil Nadu you have DMK-led secular front. So, in each State these talks are already on. And I am sure by the end of this month, the situation will be far clearer,” says CPI(M) general secretary"
"Telecom Act will hold good for ‘many, many years’: IT Minister Vaishnaw",https://www.thehindu.com/news/national/telecom-act-will-hold-good-for-many-many-years-it-minister-vaishnaw/article67772022.ece,Electronics and Information Technology Minister says the thought process that there should be accountability of what is published on social media is taking shape globally; he says provisions which allow government to take over networks are imperative in today’s world; and India will have to triple the amount of digital connectivity especially when introducing new technologies such as 6G,"Wed, 24 Jan 2024 15:54:24 +0530",India,Electronics and Information Technology Minister says the thought process that there should be accountability of what is published on social media is taking shape globally; he says provisions which allow government to take over networks are imperative in today’s world; and India will have to triple the amount of digital connectivity especially when introducing new technologies such as 6G
The Hindu Lit Fest 2024 | Historian Ramachandra Guha’s memoir on his relationship with his editor Rukun Advani ,https://www.thehindu.com/litfest/memoir-english-author-publisher-language/article67744538.ece,"Guha talks about his literary confidant, Rukun Advani, and their relationship that deepened over long letters, not boozy lunches","Sun, 21 Jan 2024 06:00:00 +0530",Litfest,"Guha talks about his literary confidant, Rukun Advani, and their relationship that deepened over long letters, not boozy lunches"
"The Hindu Lit Fest 2024 | ‘Mutual funds give access to equity, debt and gold through one route,’ says Monika Halan",https://www.thehindu.com/litfest/mutual-funds-money-investing-economy-savings/article67744409.ece,The author of Let’s Talk Mutual Funds on why mutual funds should be a part of the Indian investor’s portfolio,"Fri, 19 Jan 2024 09:02:00 +0530",Litfest,The author of Let’s Talk Mutual Funds on why mutual funds should be a part of the Indian investor’s portfolio
India will ‘commission a nuclear power reactor every year’: NPCIL chief,https://www.thehindu.com/sci-tech/science/npcil-commission-nuclear-power-reactor-every-year-pathak-interview/article67751083.ece,An interview with B.C. Pathak on India’s nuclear power plans and strategy,"Thu, 18 Jan 2024 09:40:10 +0530",Science,An interview with B.C. Pathak on India’s nuclear power plans and strategy
The Hindu Lit Fest 2024 | ‘As citizens we are deeply anxious about the impact of these falsehoods in real life’,https://www.thehindu.com/litfest/three-journalists-new-book-love-jihad-india-minorities-violence/article67726122.ece,"Through data and evidence, journalists Sreenivasan Jain, Mariyam Alavi  and Supriya Sharma debunk notions of love jihad, population jihad and appeasement of minorities","Fri, 12 Jan 2024 09:01:00 +0530",Litfest,"Through data and evidence, journalists Sreenivasan Jain, Mariyam Alavi  and Supriya Sharma debunk notions of love jihad, population jihad and appeasement of minorities"
Tamil Nadu continues to be the second largest State economy: Finance Minister,https://www.thehindu.com/news/national/tamil-nadu/tamil-nadu-continues-to-be-the-second-largest-state-economy-finance-minister/article67711158.ece,"Ahead of the Global Investors’ Meet, Finance Minister Thangam Thennarasu dismissed claims that Uttar Pradesh had overtaken Tamil Nadu as the second largest State economy. He also spoke about renewable energy and impact of floods on revenues. Excerpts from an interview with The Hindu:","Fri, 05 Jan 2024 22:54:56 +0530",Tamil Nadu,"Ahead of the Global Investors’ Meet, Finance Minister Thangam Thennarasu dismissed claims that Uttar Pradesh had overtaken Tamil Nadu as the second largest State economy. He also spoke about renewable energy and impact of floods on revenues. Excerpts from an interview with The Hindu:"
"‘Let’s first make India one family,’ says Raghuram Rajan, author of Breaking the Mould ",https://www.thehindu.com/books/books-authors/india-politics-people-food-safety-employment/article67653845.ece,"Raghuram Rajan on why India must be open and inclusive, and welcoming to all, before it aims to be an upper income country by 2047","Fri, 22 Dec 2023 15:49:33 +0530",Authors,"Raghuram Rajan on why India must be open and inclusive, and welcoming to all, before it aims to be an upper income country by 2047"
"Want to expose Trinamool’s claims of Diamond Harbour model, says Nawshad Siddique",https://www.thehindu.com/news/cities/kolkata/want-to-expose-trinamools-claims-of-diamond-harbour-model-says-nawshad-siddique/article67536492.ece,"If Left parties and Congress join the INDIA alliance with Trinamool Congress we will put candidates against the INDIA bloc also, says the lone MLA of the Indian Secular Front ","Wed, 15 Nov 2023 20:47:16 +0530",Kolkata,"If Left parties and Congress join the INDIA alliance with Trinamool Congress we will put candidates against the INDIA bloc also, says the lone MLA of the Indian Secular Front "
Communalism and a tendency to polarise voters are in the BJP’s DNA: Venugopal,https://www.thehindu.com/elections/rajasthan-assembly/communalism-and-a-tendency-to-polarise-voters-are-in-the-bjps-dna-venugopal/article67536253.ece,"“You cannot feed the people with communal sentiments indefinitely,” the Congress leader said in an interview to The Hindu, where he also dismissed concerns about factionalism within the party","Wed, 15 Nov 2023 19:51:02 +0530",Rajasthan Assembly,"“You cannot feed the people with communal sentiments indefinitely,” the Congress leader said in an interview to The Hindu, where he also dismissed concerns about factionalism within the party"
"Universe may have resulted out of a ‘Big Bounce’, says Italian physicist Carlo Rovelli ",https://www.thehindu.com/sci-tech/science/universe-may-have-resulted-out-of-a-big-bounce-carlo-rovelli/article67521598.ece,"Dr. Rovelli has written several popular-science books. In his latest work, White Holes: Inside the Horizon, he explains the theoretical existence of white holes — the converse of black holes. The latter is believed to be the ultimate graveyard of all matter from which nothing, not even light, can escape. White holes on the other hand may beget a new universe. Though still in the realm of speculation, the math checks out","Sat, 11 Nov 2023 21:00:00 +0530",Science,"Dr. Rovelli has written several popular-science books. In his latest work, White Holes: Inside the Horizon, he explains the theoretical existence of white holes — the converse of black holes. The latter is believed to be the ultimate graveyard of all matter from which nothing, not even light, can escape. White holes on the other hand may beget a new universe. Though still in the realm of speculation, the math checks out"
"Dalits, STs, and minorities require a third political force to prosper: Asaduddin Owaisi",https://www.thehindu.com/elections/telangana-assembly/dalits-sts-and-minorities-require-a-third-political-force-to-prosper/article67505088.ece,The AIMIM president says Congress leader Rahul Gandhi is as vindictive as Prime Minister Narendra Modi and accuses the Congress of practising Hindutva in Chhattisgarh; calls for quota for Muslim and OBC women,"Fri, 10 Nov 2023 21:24:01 +0530",Telangana Assembly,The AIMIM president says Congress leader Rahul Gandhi is as vindictive as Prime Minister Narendra Modi and accuses the Congress of practising Hindutva in Chhattisgarh; calls for quota for Muslim and OBC women
"‘Within khaki, there’s leverage now,’ says Meeran Chadha Borwankar, author of Madam Commissioner: The Extraordinary Life of an Indian Police Chief",https://www.thehindu.com/books/books-authors/woman-police-meeran-chadha-borwankar-law-and-order/article67497446.ece,"Retired woman police officer Meeran Chadha Borwankar looks back at her 36 years in service, recounts the changes, and what more needs to be done","Fri, 10 Nov 2023 09:03:00 +0530",Authors,"Retired woman police officer Meeran Chadha Borwankar looks back at her 36 years in service, recounts the changes, and what more needs to be done"
"People of Madhya Pradesh looking for a change, says Kamal Nath",https://www.thehindu.com/elections/madhya-pradesh-assembly/congress-madhya-pradesh-kamal-nath-interview/article67512966.ece,"The Congress veteran says corruption is the biggest issue in Madhya Pradesh and right before this election, the contractors themselves came forward to complain that 50% commission is being taken in the Shivraj government.","Wed, 08 Nov 2023 19:37:53 +0530",Madhya Pradesh Assembly,"The Congress veteran says corruption is the biggest issue in Madhya Pradesh and right before this election, the contractors themselves came forward to complain that 50% commission is being taken in the Shivraj government."
Onion price spike is partly due to manipulation by traders: Consumer Affairs Secretary ,https://www.thehindu.com/news/national/onion-price-spike-is-partly-due-to-manipulation-by-traders-consumer-affairs-secretary/article67494586.ece,"All ingredients for making Diwali sweets are available in plenty, says Rohit Kumar Singh; adds that export curbs and other recent measures are stabilising onion prices, though pulses remain expensive","Sun, 05 Nov 2023 03:42:00 +0530",India,"All ingredients for making Diwali sweets are available in plenty, says Rohit Kumar Singh; adds that export curbs and other recent measures are stabilising onion prices, though pulses remain expensive"
M.P. voters will decide whether Congress leaders are a Jai-Veeru jodi or a duo of the corrupt: Jyotiraditya Scindia,https://www.thehindu.com/elections/madhya-pradesh-assembly/mp-voters-will-decide-whether-congress-leaders-are-a-jai-veeru-jodi-or-a-duo-of-the-corrupt-jyotiraditya-scindia/article67494650.ece,"Ahead of the first M.P. election after he switched parties, Jyotiraditya Scindia says he’s not in the race for the CM post, adds the BJP has a boots-on-the-ground approach rather than being controlled from Delhi","Fri, 03 Nov 2023 22:07:02 +0530",Madhya Pradesh Assembly,"Ahead of the first M.P. election after he switched parties, Jyotiraditya Scindia says he’s not in the race for the CM post, adds the BJP has a boots-on-the-ground approach rather than being controlled from Delhi"
I was asked who I speak to at night and which hotels I stayed in and with whom in the last five years: Mahua Moitra,https://www.thehindu.com/news/national/interview-with-trinamool-congress-mp-mahua-moitra-after-lok-sabha-ethics-committee-hearing/article67493712.ece,The TMC MP told The Hindu that she was asked insinuating questions about her friendships; says probe is being used to “settle personal scores”; insists no prohibition on sharing Parliament system login details,"Fri, 03 Nov 2023 18:20:26 +0530",India,The TMC MP told The Hindu that she was asked insinuating questions about her friendships; says probe is being used to “settle personal scores”; insists no prohibition on sharing Parliament system login details
"‘The Buddha was a master teacher who catered his message for different audiences,’ says author Douglas Ober",https://www.thehindu.com/books/india-history-culture-government-buddhism-hinduism/article67476051.ece,"From foreign policy to values and morals, Douglas Ober on the contemporary relevance of the Buddha","Fri, 03 Nov 2023 09:02:00 +0530",Books,"From foreign policy to values and morals, Douglas Ober on the contemporary relevance of the Buddha"
 MNF cannot monopolise issue of Manipur’s displaced Kuki-Zo people: ZPM leader Lalduhoma,https://www.thehindu.com/elections/mizoram-assembly/mnf-cannot-monopolise-issue-of-manipurs-displaced-kuki-zo-people-zpm-leader-lalduhoma/article67477357.ece,"Expressing confidence that Mizoram voters are looking for a change beyond the MNF and Congress, Mr. Lalduhoma says that the ZPM seeks a singular administration for all Zo peoples across borders","Thu, 02 Nov 2023 03:49:00 +0530",Mizoram Assembly,"Expressing confidence that Mizoram voters are looking for a change beyond the MNF and Congress, Mr. Lalduhoma says that the ZPM seeks a singular administration for all Zo peoples across borders"
"Inside India’s ‘Deep Ocean Mission’, a challenge harder than going to space",https://www.thehindu.com/sci-tech/science/deep-ocean-mission-matsya6000-seabed-mining-blue-economy/article67457379.ece,"‘Samudrayaan’ will be India’s crewed expedition to a depth of 6,000 m in the central Indian Ocean.","Tue, 31 Oct 2023 22:00:00 +0530",Science,"‘Samudrayaan’ will be India’s crewed expedition to a depth of 6,000 m in the central Indian Ocean."
"Congress has good chance of breaking the trend, retaining power in Rajasthan: Sachin Pilot ",https://www.thehindu.com/elections/rajasthan-assembly/rajasthan-assembly-elections-interview-with-senior-congress-leader-and-former-deputy-chief-minister-rajasthan-sachin-pilot/article67481622.ece,"Sachin Pilot says that for INDIA to perform well in the 2024 Lok Sabha election, the Congress has to succeed, and for that to happen, the party has to win Assembly polls; on issues with Ashok Gehlot, he says the party leadership has noted his concerns, asked him to forgive, forget and move forward","Tue, 31 Oct 2023 21:56:56 +0530",Rajasthan Assembly,"Sachin Pilot says that for INDIA to perform well in the 2024 Lok Sabha election, the Congress has to succeed, and for that to happen, the party has to win Assembly polls; on issues with Ashok Gehlot, he says the party leadership has noted his concerns, asked him to forgive, forget and move forward"
"“Let’s talk about consent,” says advocate Aaliya Waziri, author of In the Body of a Woman",https://www.thehindu.com/books/books-authors/women-safety-india-government-inequality-justice-law-rights/article67442163.ece,"For gender-responsive law-making, it is imperative to have a clear definition of consent","Fri, 20 Oct 2023 15:58:04 +0530",Authors,"For gender-responsive law-making, it is imperative to have a clear definition of consent"
"“I don’t think Ashoka’s dharma is a simple recasting of the Buddhist dharma,” says author Patrick Olivelle",https://www.thehindu.com/books/books-authors/india-history-king-ashoka-war-buddhism-dharma/article67426379.ece,"In his biography, Ashoka: Portrait of a Philospher King, Patrick Olivelle brings out the multi-dimensional personality of Ashoka","Fri, 20 Oct 2023 09:02:00 +0530",Authors,"In his biography, Ashoka: Portrait of a Philospher King, Patrick Olivelle brings out the multi-dimensional personality of Ashoka"
"Defence Minister Rajnath Singh says BJP not in panic in Madhya Pradesh, Rajasthan",https://www.thehindu.com/opinion/interview/our-social-harmony-is-our-biggest-defence-says-rajnath-singh-on-israel-hamas-conflict-lessons-for-india/article67434263.ece,"Fielding more than a dozen MPs for Assembly elections in the two States is not a sign of panic, and the party is attempting to form governments with a clear majority in those States, says Defence Minister","Wed, 18 Oct 2023 21:18:11 +0530",Interview,"Fielding more than a dozen MPs for Assembly elections in the two States is not a sign of panic, and the party is attempting to form governments with a clear majority in those States, says Defence Minister"
"In Haryana Assembly poll, fight is only between Congress and BJP; Congress preparing to contest all 10 Lok Sabha seats, says former CM Hooda",https://www.thehindu.com/opinion/interview/interview-in-haryana-assembly-poll-fight-is-only-between-cong-and-bjp-cong-preparing-to-contest-all-10-lok-sabha-seats-says-former-cm-hooda/article67423190.ece,"Bhupinder Singh Hooda says that when the Congress comes to power, there would be four Deputy Chief Ministers, one of whom would be a woman","Sun, 15 Oct 2023 14:20:42 +0530",Interview,"Bhupinder Singh Hooda says that when the Congress comes to power, there would be four Deputy Chief Ministers, one of whom would be a woman"
‘BDA will commence groundwork to prepare Revised Master Plan for Bengaluru’,https://www.thehindu.com/news/cities/bangalore/bda-will-commence-groundwork-to-prepare-revised-master-plan-for-bengaluru/article67408784.ece,"Dr. Shivaram Karanth Layout, Nadaprabhu Kempegowda Layout, and PRR are among the new Commissioner’s priorities ","Wed, 11 Oct 2023 22:53:01 +0530",Bengaluru,"Dr. Shivaram Karanth Layout, Nadaprabhu Kempegowda Layout, and PRR are among the new Commissioner’s priorities "
"‘I saw brutality, but also solidarity,’ says Sudha Bharadwaj, author of From Phansi Yard, of her days in prison",https://www.thehindu.com/books/books-authors/activist-lawyer-sudha-bharadwaj-prison-book/article67399261.ece,"Arrested in the Bhima Koregaon case, activist-lawyer Sudha Bharadwaj kept a diary of prison life. Released in 2021, she writes about her experience at Yerawada jail","Wed, 11 Oct 2023 17:32:45 +0530",Authors,"Arrested in the Bhima Koregaon case, activist-lawyer Sudha Bharadwaj kept a diary of prison life. Released in 2021, she writes about her experience at Yerawada jail"
"‘Witnessing such sights each day has a deep, scarring impact on the children at Manikarnika Ghat,’ says Radhika Iyengar, author of Fire on the Ganges",https://www.thehindu.com/books/books-authors/varanasi-untouchability-dalit-community-banaras-ganges-cremation/article67371656.ece,"Radhika Iyengar writes about the Doms of Banaras, a community that performs a specialised funerary practice but continues to be regarded as ‘untouchable’","Fri, 06 Oct 2023 09:02:00 +0530",Authors,"Radhika Iyengar writes about the Doms of Banaras, a community that performs a specialised funerary practice but continues to be regarded as ‘untouchable’"
Launch was critical for Chandrayaan-3 success: ISRO chairman Somanath,https://www.thehindu.com/opinion/interview/isro-somanath-interview-chandrayaan-3-aditya-l1/article67368973.ece,"The launch is much more complex than even the Chandrayaan-3 spacecraft, says the ISRO chairman, as the rocket has to go through the atmosphere, do the turning, do the work under severe conditions, experience stress and strain, and reach the correct orbit; he explains how the unsuccessful attempt by Chandrayaan-2 helped the space agency understand the deficiencies and come up with solutions","Sun, 01 Oct 2023 17:34:25 +0530",Interview,"The launch is much more complex than even the Chandrayaan-3 spacecraft, says the ISRO chairman, as the rocket has to go through the atmosphere, do the turning, do the work under severe conditions, experience stress and strain, and reach the correct orbit; he explains how the unsuccessful attempt by Chandrayaan-2 helped the space agency understand the deficiencies and come up with solutions"
How the flute inspired Pt. Hariprasad Chaurasia to set up the Vrindaban gurukul for new-age learners,https://www.thehindu.com/entertainment/music/how-the-flute-inspired-pt-hariprasad-chaurasia-to-set-up-the-vrindaban-gurukul-for-new-age-learners/article67360909.ece,"Through the gurukuls, set up in Mumbai and Bhubaneshwar, Pt. Hariprasad Chaurasia wants to make training in classical music accessible to young enthusiasts ","Fri, 29 Sep 2023 14:56:58 +0530",Music,"Through the gurukuls, set up in Mumbai and Bhubaneshwar, Pt. Hariprasad Chaurasia wants to make training in classical music accessible to young enthusiasts "
"Budget progressively coming down; Centre aims to dilute MGNREGS, says Kerala Minister M.B. Rajesh",https://www.thehindu.com/opinion/interview/budget-progressively-coming-down-centre-aims-to-dilute-mgnregs-says-kerala-minister-mb-rajesh/article67334201.ece,He says there should be an urban employment guarantee scheme on the lines of the MGNREGS,"Sat, 23 Sep 2023 19:32:56 +0530",Interview,He says there should be an urban employment guarantee scheme on the lines of the MGNREGS
"Kalaignar Magalir Urimai Thogai is a massive, one-of-its-kind, data driven scheme: T.N. Finance Minister Thangam Thennarasu ",https://www.thehindu.com/news/national/tamil-nadu/kalaignar-magalir-urimai-thogai-is-a-massive-one-of-its-kind-data-driven-scheme/article67302594.ece,"Our government believes in the Dravidian model of governance, which is founded on the principles of development and social justice for all; the KNMUT will make a significant impact on the lives of every eligible woman household: Tamil Nadu Finance Minister Thangam Thennarasu","Wed, 13 Sep 2023 17:43:55 +0530",Tamil Nadu,"Our government believes in the Dravidian model of governance, which is founded on the principles of development and social justice for all; the KNMUT will make a significant impact on the lives of every eligible woman household: Tamil Nadu Finance Minister Thangam Thennarasu"
Author Sreemoyee Piu Kundu on helping families and children cope with the trauma of suicide,https://www.thehindu.com/books/books-authors/suicide-treatment-counselling-childhood-trauma-children/article67269569.ece,Sreemoyee Piu Kundu in her memoir ‘Everything Changes’ writes about how the mystery surrounding her father’s demise shadowed her childhood,"Fri, 08 Sep 2023 09:01:00 +0530",Authors,Sreemoyee Piu Kundu in her memoir ‘Everything Changes’ writes about how the mystery surrounding her father’s demise shadowed her childhood
India will play an important role in trade realignment globally: Former U.S. Assistant Commerce Secretary Arun Kumar,https://www.thehindu.com/opinion/interview/india-will-play-an-important-role-in-trade-realignment-globally-former-us-assistant-commerce-secretary/article67259169.ece,‘World has learnt lessons from over dependence on Chinese manufacturing’,"Sat, 02 Sep 2023 22:06:00 +0530",Interview,‘World has learnt lessons from over dependence on Chinese manufacturing’
"‘Sugar helped rise of capitalist economy,’ says Ulbe Bosma, author of The World of Sugar ",https://www.thehindu.com/books/sugar-industry-world-history-trade-business/article67244034.ece,Ulbe Bosma highlights the role of Asia in shaping the world of a ubiquitous commodity ,"Fri, 01 Sep 2023 09:02:00 +0530",Books,Ulbe Bosma highlights the role of Asia in shaping the world of a ubiquitous commodity 
Nod for game-changer jet engine technology transfer expected soon: U.S. Ambassador Eric Garcetti,https://www.thehindu.com/opinion/interview/congressional-approval-for-gamechanger-jet-engine-technology-transfer-expected-soon-us-ambassador-eric-garcetti/article67236100.ece,"Ahead of U.S. President Biden’s visit to Delhi, Ambassador Garcetti outlooks cooperation on trade, counter-terror, G20 and China","Fri, 25 Aug 2023 22:15:25 +0530",Interview,"Ahead of U.S. President Biden’s visit to Delhi, Ambassador Garcetti outlooks cooperation on trade, counter-terror, G20 and China"
"‘To solve Manipur, we need flexibility,’ says Samrat Choudhury, author of Northeast India: A Political History ",https://www.thehindu.com/books/books-authors/northeast-violence-manipur-conflict-india-people/article67219008.ece,The journalist from Shillong explains why some creative problem-solving is required to sort out festering issues in the Northeast,"Fri, 25 Aug 2023 09:01:00 +0530",Authors,The journalist from Shillong explains why some creative problem-solving is required to sort out festering issues in the Northeast
BJP is using Enforcement Directorate to ‘defame and suppress’ Chhattisgarh government: CM Bhupesh Baghel,https://www.thehindu.com/opinion/interview/the-bjp-is-using-enforcement-directorate-to-defame-and-suppress-chhattisgarh-government-cm-bhupesh-baghel/article67231933.ece,,"Fri, 25 Aug 2023 05:47:00 +0530",Interview,BJP is using Enforcement Directorate to ‘defame and suppress’ Chhattisgarh government: CM Bhupesh Baghel
Greece appreciates India’s consistent position on Cyprus: Ambassador Ioannou,https://www.thehindu.com/news/national/greece-appreciates-indias-consistent-position-on-cyprus-ambassador-ioannou/article67205953.ece,"‘The two countries are building the relationship on very solid ground,’ the envoy said on the strategic convergence between India and Greece in security and defence","Thu, 17 Aug 2023 20:35:49 +0530",India,"‘The two countries are building the relationship on very solid ground,’ the envoy said on the strategic convergence between India and Greece in security and defence"
"‘It would be great to have more theatre-friendly venues,’ says Akarsh Khurana",https://www.thehindu.com/entertainment/theatre/it-would-be-great-to-have-more-theatre-friendly-venues-says-akarsh-khurana/article67161276.ece,The writer-director’s new podcast ‘Unscripted with AK’ helps viewers get up-close with theatre personalities ,"Mon, 07 Aug 2023 16:24:54 +0530",Theatre,The writer-director’s new podcast ‘Unscripted with AK’ helps viewers get up-close with theatre personalities 
Interview | Amitav Ghosh on his new book ‘Smoke and Ashes’,https://www.thehindu.com/books/books-authors/author-amitav-ghosh-book-smoke-ashes-poppy/article67141344.ece,"From China to Manipur, opium to tea and climate change, Amitav Ghosh explains why he has focused on the East in his writing ","Fri, 04 Aug 2023 09:03:00 +0530",Authors,"From China to Manipur, opium to tea and climate change, Amitav Ghosh explains why he has focused on the East in his writing "
"Chinmaya Gharekhan, author of Centres of Power — My Years in the Prime Minister’s Office and Security Council, says, ‘We could take a stronger position on Ukraine war’",https://www.thehindu.com/books/books-authors/chinmaya-gharekhan-united-nations-prime-ministers-office-and-security-council/article67141521.ece,"Chinmaya Gharekhan on serving under two prime ministers, his stint at the United Nations and the making of Indian foreign policy ","Fri, 04 Aug 2023 09:01:00 +0530",Authors,"Chinmaya Gharekhan on serving under two prime ministers, his stint at the United Nations and the making of Indian foreign policy "
No United States President can walk back on climate change commitments now: John Kerry,https://www.thehindu.com/sci-tech/energy-and-environment/no-united-states-president-can-walk-back-climate-change-commitments-now-john-kerry/article67126578.ece,"The U.S. Special Envoy for Climate says America is committed to the $100-billion annual fund for developing countries, blames Trump for delay","Thu, 27 Jul 2023 13:05:13 +0530",Environment,"The U.S. Special Envoy for Climate says America is committed to the $100-billion annual fund for developing countries, blames Trump for delay"
The message in the RSS chief’s speech,https://www.thehindu.com/opinion/lead/the-message-in-the-rss-chiefs-speech/article68286270.ece,The ‘to whomsoever it may concern’ sermon has virtually laid out a road map for the government and prescribed a model code of conduct,"Fri, 14 Jun 2024 00:16:00 +0530",Lead,The ‘to whomsoever it may concern’ sermon has virtually laid out a road map for the government and prescribed a model code of conduct
"An earthquake in 2024, as it was in 1977",https://www.thehindu.com/opinion/lead/an-earthquake-in-2024-as-it-was-in-1977/article68282385.ece,"Much like in 1977, it were the rural, the marginalised and the unemployed who decided it was time to say ‘no more’, in 2024","Thu, 13 Jun 2024 00:16:00 +0530",Lead,"Much like in 1977, it were the rural, the marginalised and the unemployed who decided it was time to say ‘no more’, in 2024"
India’s looming financial crisis,https://www.thehindu.com/opinion/lead/indias-looming-financial-crisis/article68278359.ece,The country presents a textbook example of the key elements that signal an emerging calamity,"Wed, 12 Jun 2024 00:16:00 +0530",Lead,The country presents a textbook example of the key elements that signal an emerging calamity
"From warp speed to reset, the state of India-U.S. ties",https://www.thehindu.com/opinion/lead/from-warp-speed-to-reset-the-state-of-india-us-ties/article68274640.ece,"A close look at the ‘good, the not-so-good, and what could-become ugly’ in the relationship","Tue, 11 Jun 2024 01:01:06 +0530",Lead,"A close look at the ‘good, the not-so-good, and what could-become ugly’ in the relationship"
