Title,Link,Description,Publication Date,Category,New_description
Bengaluru’s anticipated double-decker flyover nears completion and is likely to open in June ,https://www.thehindu.com/news/cities/bangalore/bengalurus-anticipated-double-decker-flyover-nears-completion-and-is-likely-to-open-in-june/article68284527.ece,"The much-awaited double-decker flyover in Bengaluru has been almost completed and is ready for opening, say Bengaluru Metro Rail Corporation Limited officials","Thu, 13 Jun 2024 21:28:47 +0530",Bengaluru,"The much-awaited double-decker flyover in Bengaluru has been almost completed and is ready for opening, say Bengaluru Metro Rail Corporation Limited officials"
"Forest Dept. has agreed to hand over 500 acres for Yettinahole project, says DKS
 ",https://www.thehindu.com/news/national/karnataka/forest-dept-has-agreed-to-hand-over-500-acres-for-yettinahole-project-says-dks/article68286222.ece,"In return, the Revenue Department has agreed to hand over an equal area of its land to the Forest Department","Thu, 13 Jun 2024 21:27:00 +0530",Karnataka,"In return, the Revenue Department has agreed to hand over an equal area of its land to the Forest Department"
KSTA welcomes HC order vacating KAT stay on higher secondary teacher transfer,https://www.thehindu.com/news/national/kerala/ksta-welcomes-hc-order-vacating-kat-stay-on-higher-secondary-teacher-transfer/article68286283.ece,,"Thu, 13 Jun 2024 21:26:59 +0530",Kerala,KSTA welcomes HC order vacating KAT stay on higher secondary teacher transfer
Purnea MP Pappu Yadav gets bail in extortion case,https://www.thehindu.com/news/national/bihar/purnea-mp-pappu-yadav-gets-bail-in-extortion-case/article68286093.ece,"Pappu Yadav, an Independent MP, said he was “deeply saddened and hurt” by the allegations. He said the police and some ‘influential politicians’ are conspiring to tarnish his image","Thu, 13 Jun 2024 21:25:34 +0530",Bihar,"Pappu Yadav, an Independent MP, said he was “deeply saddened and hurt” by the allegations. He said the police and some ‘influential politicians’ are conspiring to tarnish his image"
Kerala demands safety review of Mullaperiyar dam,https://www.thehindu.com/news/national/kerala/kerala-demands-safety-review-of-mullaperiyar-dam/article68286149.ece,Tamil Nadu says that the review should be conducted only after strengthening the baby dam. The SC-appointed supervisory committee meets after vising the main dam and the baby dam,"Thu, 13 Jun 2024 21:21:13 +0530",Kerala,Tamil Nadu says that the review should be conducted only after strengthening the baby dam. The SC-appointed supervisory committee meets after vising the main dam and the baby dam
"K. Nanthakumar is new HRM Secretary, S. Nagarajan made Expenditure Secretary",https://www.thehindu.com/news/national/tamil-nadu/k-nanthakumar-is-new-hrm-secretary-s-nagarajan-made-expenditure-secretary/article68286075.ece,A Government Order was issued by Chief Secretary Shiv Das Meena on Thursday,"Thu, 13 Jun 2024 21:20:35 +0530",Tamil Nadu,A Government Order was issued by Chief Secretary Shiv Das Meena on Thursday
Need serious introspection about failure in LS election: Sitaram Yechury,https://www.thehindu.com/news/national/kerala/need-serious-introspection-about-failure-in-ls-election-sitaram-yechury/article68285993.ece,Issue will be discussed at State committee and central committees,"Thu, 13 Jun 2024 21:20:31 +0530",Kerala,Issue will be discussed at State committee and central committees
"Renukaswamy came voluntarily to shed ‘excited to meet Darshan’, say police ",https://www.thehindu.com/news/cities/bangalore/renukaswamy-came-voluntarily-to-shed-excited-to-meet-darshan-say-police/article68285065.ece,,"Thu, 13 Jun 2024 21:17:08 +0530",Bengaluru,"Renukaswamy came voluntarily to shed ‘excited to meet Darshan’, say police "
One of the accused in Renukaswamy murder case to turn approver? ,https://www.thehindu.com/news/national/karnataka/one-of-the-accused-in-renukaswamy-murder-case-to-turn-approver/article68285816.ece,"Deepak was in the shed, the scene of the crime, when Renukaswamy was killed: Police","Thu, 13 Jun 2024 21:15:06 +0530",Karnataka,"Deepak was in the shed, the scene of the crime, when Renukaswamy was killed: Police"
Cracks beneath Kochi metro station: RITES to conduct safety audit  ,https://www.thehindu.com/news/cities/Kochi/cracks-beneath-kochi-metro-station-rites-to-conduct-safety-audit/article68285965.ece,,"Thu, 13 Jun 2024 21:09:40 +0530",Kochi,Cracks beneath Kochi metro station: RITES to conduct safety audit  
Centre’s intervention sought to address concerns of orphans,https://www.thehindu.com/news/cities/kozhikode/centres-intervention-sought-to-address-concerns-of-orphans/article68286158.ece,Memorandum with list of demands submitted for Prime Minister’s consideration  ,"Thu, 13 Jun 2024 21:07:20 +0530",Kozhikode,Memorandum with list of demands submitted for Prime Minister’s consideration  
Campaign to promote Kerala as attractive MVT destination in Africa,https://www.thehindu.com/news/cities/Kochi/campaign-to-promote-kerala-as-attractive-mvt-destination-in-africa/article68285758.ece,,"Thu, 13 Jun 2024 21:03:13 +0530",Kochi,Campaign to promote Kerala as attractive MVT destination in Africa
At least seven from Tamil Nadu dead in Kuwait fire ,https://www.thehindu.com/news/national/tamil-nadu/at-least-seven-from-tn-dead-in-kuwait-fire/article68285884.ece,Their mortal remains would be brought to the State on a special aircraft.,"Thu, 13 Jun 2024 21:03:03 +0530",Tamil Nadu,Their mortal remains would be brought to the State on a special aircraft.
"India should address gaps in executing its migration-related policies, pacts: expert ",https://www.thehindu.com/news/national/kerala/india-should-address-gaps-in-executing-its-migration-related-policies-pacts-expert/article68285874.ece,,"Thu, 13 Jun 2024 21:00:22 +0530",Kerala,"India should address gaps in executing its migration-related policies, pacts: expert "
Sexual exploitation of vulnerable patients will erode doctor-patient relationship: Karnataka High Court ,https://www.thehindu.com/news/national/karnataka/sexual-exploitation-of-vulnerable-patients-will-erode-doctor-patient-relationship-karnataka-high-court/article68285688.ece,"Medical body has issued ‘guidelines for doctors on sexual boundaries’, the court points out","Thu, 13 Jun 2024 20:58:03 +0530",Karnataka,"Medical body has issued ‘guidelines for doctors on sexual boundaries’, the court points out"
"Call off Loka Kerala Sabha, release compensation for Kuwait fire tragedy victims: BJP",https://www.thehindu.com/news/cities/kozhikode/call-off-loka-kerala-sabha-release-compensation-for-kuwait-fire-tragedy-victims-bjp/article68285376.ece,,"Thu, 13 Jun 2024 20:56:00 +0530",Kozhikode,"Call off Loka Kerala Sabha, release compensation for Kuwait fire tragedy victims: BJP"
Striking loco pilots refute DRM charges,https://www.thehindu.com/news/national/kerala/striking-loco-pilots-refute-drm-charges/article68285913.ece,,"Thu, 13 Jun 2024 20:55:03 +0530",Kerala,Striking loco pilots refute DRM charges
Protest against restrictions: NIT-C serves show-cause notices on five students,https://www.thehindu.com/news/cities/kozhikode/protest-against-restrictions-nit-c-serves-show-cause-notices-on-five-students/article68285711.ece,,"Thu, 13 Jun 2024 20:50:34 +0530",Kozhikode,Protest against restrictions: NIT-C serves show-cause notices on five students
Invest Karnataka-2025 in Bengaluru from Feb. 12 to 14 ,https://www.thehindu.com/news/national/karnataka/invest-karnataka-2025-in-bengaluru-from-feb-12-to-14/article68284705.ece,"The services of Boston Consulting Group India Pvt. Ltd. will be sought for bringing investments to the State, by paying fees of ₹21 crore","Thu, 13 Jun 2024 20:46:55 +0530",Karnataka,"The services of Boston Consulting Group India Pvt. Ltd. will be sought for bringing investments to the State, by paying fees of ₹21 crore"
IIT-Madras allocates two seats under sports quota in each UG programme this year  ,https://www.thehindu.com/news/national/tamil-nadu/iit-madras-allocates-two-seats-under-sports-quota-in-each-ug-programme-this-year/article68284686.ece,Half the seats reserved under the category is for women sportspersons,"Thu, 13 Jun 2024 20:44:36 +0530",Tamil Nadu,Half the seats reserved under the category is for women sportspersons
Indians in Kuwait and Gulf countries: A look at numbers,https://www.thehindu.com/news/national/indians-in-kuwait-and-gulf-countries-a-look-at-numbers/article68284574.ece,The Gulf Cooperation Council region contributes to about one-sixth of India’s total trade.,"Thu, 13 Jun 2024 20:44:24 +0530",India,The Gulf Cooperation Council region contributes to about one-sixth of India’s total trade.
"Will fight on public issues after the NDA allies’ ‘honeymoon period’ is over, says Jagan Mohan Reddy ",https://www.thehindu.com/news/national/andhra-pradesh/will-fight-on-public-issues-after-the-nda-allies-honeymoon-period-is-over-says-jagan-mohan-reddy/article68285948.ece,"Advising YSRCP cadre not be dejected about the electoral defeat, he says the party will rise again; Chief Minister Chandrababu Naidu will pay the price for not insisting on SCS for the State despite having bargaining power in Lok Sabha with an impressive tally of 16 MPs    ","Thu, 13 Jun 2024 20:43:53 +0530",Andhra Pradesh,"Advising YSRCP cadre not be dejected about the electoral defeat, he says the party will rise again; Chief Minister Chandrababu Naidu will pay the price for not insisting on SCS for the State despite having bargaining power in Lok Sabha with an impressive tally of 16 MPs    "
"19.2 kg of Ambergris seized in Tiruchi, five arrested",https://www.thehindu.com/news/cities/Tiruchirapalli/192-kg-of-ambergris-seized-in-tiruchi-five-arrested/article68286089.ece,,"Thu, 13 Jun 2024 20:43:26 +0530",Tiruchirapalli,"19.2 kg of Ambergris seized in Tiruchi, five arrested"
Renukaswamy murder is a serious offence: Bommai,https://www.thehindu.com/news/national/karnataka/renukaswamy-murder-is-a-serious-offence-bommai/article68285848.ece,,"Thu, 13 Jun 2024 20:39:06 +0530",Karnataka,Renukaswamy murder is a serious offence: Bommai
Artificial islands to be formed at Kavinadu Kanmoi near Pudukottai ,https://www.thehindu.com/news/cities/Tiruchirapalli/artificial-islands-to-be-formed-at-kavinadu-kanmoi-near-pudukottai/article68285847.ece,The Pudukottai district administration has taken up the initiative in consultation with the Kadamadai Area Integrated Farmers Association and it was expected to be completed in 43 days ,"Thu, 13 Jun 2024 20:38:36 +0530",Tiruchirapalli,The Pudukottai district administration has taken up the initiative in consultation with the Kadamadai Area Integrated Farmers Association and it was expected to be completed in 43 days 
‘Table White Paper on investment proposals received by T.N.’ ,https://www.thehindu.com/news/national/tamil-nadu/table-white-paper-on-investment-proposals-received-by-tn/article68285379.ece,,"Thu, 13 Jun 2024 20:37:38 +0530",Tamil Nadu,‘Table White Paper on investment proposals received by T.N.’ 
"Senior lawyers must pay minimum stipend of ₹15,000 to ₹20,000 to juniors, orders Madras High Court   ",https://www.thehindu.com/news/national/tamil-nadu/senior-lawyers-must-pay-minimum-stipend-of-15000-to-20000-to-juniors-orders-madras-high-court/article68285703.ece,Justices S.M. Subramaniam and C. Kumarappan direct the Bar Council of Tamil Nadu and Puducherry to issue a circular in this regard ,"Thu, 13 Jun 2024 20:35:53 +0530",Tamil Nadu,Justices S.M. Subramaniam and C. Kumarappan direct the Bar Council of Tamil Nadu and Puducherry to issue a circular in this regard 
Indians in Kuwait and Gulf countries: A look at numbers,https://www.thehindu.com/news/national/indians-in-kuwait-and-gulf-countries-a-look-at-numbers/article68284574.ece,The Gulf Cooperation Council region contributes to about one-sixth of India’s total trade.,"Thu, 13 Jun 2024 20:44:24 +0530",India,The Gulf Cooperation Council region contributes to about one-sixth of India’s total trade.
Europe in Political Crisis: Macron Dissolves Parliament Amid Far-Right Surge | G7 Summit Updates,https://www.thehindu.com/videos/europe-in-political-crisis-macron-dissolves-parliament-amid-far-right-surge-g7-summit-updates/article68285945.ece,,"Thu, 13 Jun 2024 20:09:01 +0530",Videos,Europe in Political Crisis: Macron Dissolves Parliament Amid Far-Right Surge | G7 Summit Updates
G7 summit opens with deal to use Russian assets for Ukraine as EU's traditional powers recalibrate,https://www.thehindu.com/news/international/g7-summit-opens-with-deal-to-use-russian-assets-for-ukraine-as-eus-traditional-powers-recalibrate/article68285456.ece,A summit of the Group of Seven leading industrialized nations has opened in Italy,"Thu, 13 Jun 2024 19:35:36 +0530",World,A summit of the Group of Seven leading industrialized nations has opened in Italy
